TargetID	ProbeID	590.AVG_Signal	590.Detection Pval	592.AVG_Signal	592.Detection Pval	593.AVG_Signal	593.Detection Pval	594.AVG_Signal	594.Detection Pval	595.AVG_Signal	595.Detection Pval	596.AVG_Signal	596.Detection Pval	597.AVG_Signal	597.Detection Pval	598.AVG_Signal	598.Detection Pval	599.AVG_Signal	599.Detection Pval	600.AVG_Signal	600.Detection Pval	601.AVG_Signal	601.Detection Pval	603.AVG_Signal	603.Detection Pval	607.AVG_Signal	607.Detection Pval	608.AVG_Signal	608.Detection Pval	609.AVG_Signal	609.Detection Pval	612.AVG_Signal	612.Detection Pval	613.AVG_Signal	613.Detection Pval	614.AVG_Signal	614.Detection Pval	615.AVG_Signal	615.Detection Pval	616.AVG_Signal	616.Detection Pval	617.AVG_Signal	617.Detection Pval	618.AVG_Signal	618.Detection Pval	619.AVG_Signal	619.Detection Pval	623.AVG_Signal	623.Detection Pval	626.AVG_Signal	626.Detection Pval	627.AVG_Signal	627.Detection Pval	628.AVG_Signal	628.Detection Pval	629.AVG_Signal	629.Detection Pval	630.AVG_Signal	630.Detection Pval	631.AVG_Signal	631.Detection Pval	632.AVG_Signal	632.Detection Pval	634.AVG_Signal	634.Detection Pval	635.AVG_Signal	635.Detection Pval	636.AVG_Signal	636.Detection Pval	637.AVG_Signal	637.Detection Pval	638.AVG_Signal	638.Detection Pval	639.AVG_Signal	639.Detection Pval	640.AVG_Signal	640.Detection Pval	641.AVG_Signal	641.Detection Pval	642.AVG_Signal	642.Detection Pval	643.AVG_Signal	643.Detection Pval	645.AVG_Signal	645.Detection Pval	646.AVG_Signal	646.Detection Pval	647.AVG_Signal	647.Detection Pval	648.AVG_Signal	648.Detection Pval	649.AVG_Signal	649.Detection Pval	650.AVG_Signal	650.Detection Pval	651.AVG_Signal	651.Detection Pval
ERCC-00145	2680349	94.55861	0.8350649	101.5604	0.9272727	105.5338	0.9662338	90.66167	0.9636363	119.519	0.9103896	81.44828	0.9428571	83.35432	0.9792208	123.8201	0.8805195	127.9423	0.6506494	125.3052	0.8324676	124.0561	0.8714285	117.7165	0.864935	138.1925	0.7909091	137.8121	0.8220779	95.31508	0.9714286	140.2763	0.7896104	93.72543	0.9168831	143.493	0.8220779	125.9745	0.9207792	141.4161	0.7805195	137.977	0.8116883	114.3039	0.8363636	125.6078	0.8	129.3316	0.8194805	124.8367	0.9220779	141.8134	0.7922078	146.895	0.8012987	108.7752	0.9662338	153.1046	0.774026	127.6835	0.951948	136.618	0.8766234	152.8744	0.6948052	141.0079	0.8116883	113.3265	0.8662338	133.9768	0.9792208	142.0314	0.8116883	207.338	0.6909091	197.7018	0.725974	180.6325	0.8324676	193.1268	0.7402598	172.6049	0.7376623	161.9894	0.8376623	186.3909	0.8974026	169.2192	0.7233766	186.9469	0.9077922	178.521	0.8961039	189.0932	0.8506494	188.701	0.8623376
ERCC-00147	4050220	83.79972	0.9922078	107.9478	0.8077922	106.2855	0.9623377	93.13165	0.9467533	113.7821	0.9688312	91.87826	0.7467533	96.18703	0.7662337	125.2453	0.864935	108.617	0.9363636	136.5738	0.6714286	128.2794	0.8194805	122.4253	0.8012987	127.1163	0.9272727	134.6195	0.8584415	107.1628	0.8207792	120.3074	0.9792208	96.82295	0.861039	129.3342	0.9558442	137.9112	0.7844156	123.7549	0.9623377	143.7658	0.761039	109.6329	0.8909091	118.4721	0.8844156	122.1751	0.9051948	133.7265	0.8220779	130.6323	0.9181818	154.6393	0.7506493	116.6795	0.8753247	145.4489	0.8454546	123.9295	0.9818182	122.9849	0.9844156	133.2354	0.8779221	128.4754	0.9467533	116.2529	0.8272727	145.6408	0.8675325	121.3858	0.9909091	172.1693	0.9480519	169.1416	0.9584416	174.0831	0.8922078	181.84	0.8233766	157.1111	0.8571429	159.2096	0.861039	188.5237	0.8818182	157.2607	0.8116883	201.7149	0.7987013	177.6732	0.8974026	205.5895	0.7363636	183.9623	0.8987013
ERCC-00148	4890220	96.19961	0.7961039	108.0606	0.8025974	106.7142	0.9571428	104.0118	0.7792208	132.8058	0.7428572	107.3771	0.2818182	89.83717	0.9	114.7474	0.974026	118.6387	0.8	133.445	0.7194805	119.1076	0.925974	127.5664	0.7363636	127.7933	0.9142857	136.0431	0.8441558	104.3443	0.861039	114.284	0.9961039	95.92768	0.8831169	132.8114	0.9363636	115.8498	0.9922078	116.6953	0.9961039	123.6456	0.9727273	97.04426	0.9948052	120.3915	0.8688312	115.891	0.9701298	122.7727	0.9337662	130.3113	0.9194805	129.7638	0.9753247	116.5282	0.8753247	146.3152	0.8389611	128.8705	0.9441559	139.1925	0.8441558	120.8777	0.9844156	123.3536	0.9844156	109.117	0.9155844	148.0712	0.8389611	142.2621	0.8116883	188.7658	0.812987	174.5407	0.9207792	182.5748	0.8142857	157.4574	0.9883117	136.2137	0.9909091	147.5728	0.9350649	204.1888	0.7857143	139.2944	0.9506493	200.6833	0.8038961	173.6611	0.9272727	190.32	0.8324676	184.694	0.8935065
ERCC-00150	7320692	92.31658	0.8753247	102.9482	0.9025974	114.1673	0.8675325	105.978	0.7571428	131.476	0.7571428	84.14906	0.9025974	102.6721	0.6311688	132.0642	0.787013	115.3325	0.8584415	117.065	0.9441559	132.4602	0.7506493	115.5568	0.8922078	122.6287	0.9649351	127.9249	0.9324675	108.35	0.8116883	147.4125	0.7103896	106.3742	0.7402598	145.6442	0.7987013	122.7832	0.9506493	133.4788	0.8662338	141.5185	0.7844156	107.5894	0.9181818	146.574	0.5428572	127.3947	0.848052	134.3592	0.8168831	129.7617	0.925974	144.8023	0.8220779	124.8147	0.7701299	150.3109	0.7987013	139.0953	0.851948	146.5804	0.7649351	147.8072	0.7402598	139.3603	0.8285714	110.8185	0.8896104	147.6725	0.8454546	134.6587	0.8779221	171.0943	0.9532468	170.2711	0.951948	193.5939	0.7324675	173.1218	0.8948052	158.4587	0.8506494	157.0132	0.8779221	188.4985	0.8818182	155.6554	0.8272727	197.2061	0.825974	177.3462	0.9	177.1138	0.9415584	204.269	0.7675325
ERCC-00154	380170	99.98645	0.7298701	113.0109	0.7324675	124.8897	0.7233766	107.8264	0.7285714	119.7317	0.9051948	90.40133	0.7675325	93.03589	0.8311688	128.1546	0.8337662	118.2735	0.8090909	128.3177	0.7844156	124.6527	0.8584415	127.7917	0.7337663	138.0106	0.7922078	133.6907	0.8688312	102.0473	0.8935065	125.0283	0.9402598	91.708	0.938961	137.6491	0.8974026	133.0488	0.8324676	136.158	0.8272727	144.2266	0.7545455	114.7263	0.8220779	138.6303	0.6623377	142.8353	0.6857143	128.2163	0.8909091	150.8063	0.7324675	157.5759	0.7181818	133.9674	0.7012987	143.9314	0.864935	131.4384	0.9298701	133.1108	0.9181818	130.6017	0.9064935	141.1755	0.8116883	127.0266	0.7038961	140.7746	0.9233766	155.5234	0.7103896	208.3006	0.6818182	194.7037	0.7480519	195.9631	0.7220779	182.597	0.8181818	160.5505	0.8363636	190.8387	0.5779221	190.6131	0.8701299	167.6264	0.7350649	187.8136	0.9012987	184.8492	0.8428571	203.093	0.7454545	192.5031	0.8350649
ERCC-00156	2750053	102.549	0.6844156	105.1634	0.8532467	116.8775	0.8246753	102.7269	0.8025974	121.3018	0.8844156	77.33834	0.9779221	91.94556	0.8506494	119.7296	0.9285714	120.3585	0.7779221	131.8831	0.7402598	118.6443	0.9285714	112.8987	0.9285714	128.5904	0.9051948	141.4804	0.7883117	103.4342	0.8727273	128.5132	0.9103896	92.95747	0.9233766	140.1259	0.8688312	125.1278	0.9246753	141.2336	0.7831169	128.8456	0.9233766	112.4736	0.8558441	122.4517	0.8493506	129.3663	0.8194805	127.7203	0.8974026	144.4897	0.7727273	131.5503	0.9597403	132.9976	0.7103896	136.8747	0.9350649	139.2167	0.8493506	133.6733	0.912987	123.7706	0.9662338	136.8873	0.8532467	108.4582	0.9233766	148.3446	0.8363636	146.339	0.7714286	152.2368	0.9987013	163.7355	0.9831169	179.5931	0.848052	166.0649	0.951948	178.8398	0.7012987	147.125	0.9428571	180.114	0.9415584	151.3663	0.8675325	207.5425	0.7571428	198.604	0.761039	178.2631	0.9324675	208.5133	0.7415584
ERCC-00157	1660692	89.11668	0.9428571	128.6057	0.4675325	128.9972	0.6441559	103.8236	0.7831169	142.6706	0.5727273	103.7549	0.4077922	93.9213	0.8142857	135.7571	0.7337663	122.0981	0.7506493	136.7577	0.6675324	143.8292	0.5532467	131.2358	0.6844156	136.3525	0.8090909	143.4984	0.7714286	103.1733	0.8779221	138.5587	0.8038961	107.2285	0.7311688	148.6787	0.7714286	154.0048	0.6402597	154.2532	0.651948	152.8064	0.6831169	120.7098	0.7558442	141.9951	0.612987	135.5417	0.7701299	153.4695	0.6363636	150.0242	0.7402598	148.2796	0.7896104	137.6349	0.6467533	168.0334	0.6324675	143.3099	0.8077922	149.2511	0.7519481	146.3245	0.7545455	152.3635	0.7207792	125.258	0.7272727	164.7949	0.7311688	168.5475	0.5649351	205.009	0.7181818	235.4329	0.2779221	200.5549	0.6818182	196.0001	0.7142857	203.0019	0.3454545	173.8111	0.7285714	235.7094	0.5506493	192.2145	0.4571429	219.9879	0.6922078	181.0444	0.8779221	211.6902	0.7155844	207.8494	0.7480519
ERCC-00158	6250202	94.7568	0.8285714	104.312	0.874026	98.29121	0.9974026	96.87212	0.887013	113.025	0.9714286	79.81564	0.9571428	83.76078	0.9753247	114.1484	0.9818182	108.7986	0.9363636	125.2339	0.8337662	124.1569	0.8714285	113.2009	0.9233766	149.3246	0.7077922	133.4114	0.8701299	106.1058	0.8298701	120.5752	0.9779221	94.60744	0.9	129.1621	0.9558442	134.4171	0.8181818	129.5354	0.9077922	127.3829	0.9350649	109.3207	0.8935065	125.0019	0.8051948	143.0307	0.6831169	141.7048	0.7428572	140.8801	0.8025974	133.1179	0.9441559	118.0815	0.8597403	153.9914	0.7688312	128.0007	0.9467533	169.719	0.5233766	130.4448	0.9077922	129.0624	0.9428571	115.0458	0.8402597	140.3414	0.925974	128.8929	0.9467533	179.1811	0.8948052	163.5181	0.9844156	177.0554	0.8727273	175.5811	0.874026	147.5632	0.9467533	183.346	0.6545454	179.5262	0.9467533	128.7747	0.9909091	200.7238	0.8038961	178.8133	0.8922078	176.1965	0.9467533	184.334	0.8948052
ERCC-00160	5550681	89.52501	0.9363636	111.4958	0.7519481	111.7582	0.8974026	90.57309	0.9636363	129.4901	0.7883117	77.21806	0.9805195	93.83261	0.8155844	128.0772	0.8337662	117.4574	0.8285714	128.2087	0.787013	121.8319	0.8909091	112.6767	0.9285714	138.3278	0.7909091	137.7592	0.8233766	103.2435	0.8753247	126.2906	0.9350649	116.7918	0.5961039	132.5425	0.9376624	139.3761	0.7792208	133.8904	0.8623376	134.0261	0.8597403	111.2929	0.8727273	120.1472	0.8727273	125.4312	0.8714285	135.8848	0.8025974	126.6123	0.9610389	129.3489	0.9766234	104.8945	0.9857143	145.5979	0.8441558	150.4763	0.7454545	147.3306	0.7597402	137.1639	0.8298701	133.1755	0.8883117	110.4967	0.8922078	140.8042	0.9233766	138.7601	0.8389611	180.3331	0.8909091	165.1248	0.9779221	190.4199	0.7493507	176.1458	0.8701299	161.6878	0.8246753	173.3355	0.7324675	183.3359	0.9168831	148.8029	0.8896104	199.8245	0.812987	189.3764	0.8181818	186.6785	0.8688312	210.387	0.7272727
ERCC-00162	5270161	92.20184	0.8818182	111.7667	0.7493507	105.5647	0.9662338	103.7079	0.7883117	125.0615	0.8428571	82.73773	0.925974	90.17831	0.8922078	130.9203	0.8025974	132.4072	0.5701299	124.3576	0.848052	126.4505	0.8402597	122.8176	0.7987013	134.9927	0.8220779	141.1529	0.7935065	109.2202	0.7987013	132.5757	0.8675325	99.36913	0.8246753	140.7825	0.8584415	129.0928	0.887013	113.5368	0.9974026	136.8848	0.8246753	118.5433	0.7753247	111.1927	0.9597403	127.0769	0.8532467	133.2224	0.8311688	128.5357	0.9415584	165.6405	0.6272727	124.65	0.7727273	139.2047	0.9155844	126.6026	0.9636363	147.2134	0.7597402	138.9301	0.8194805	140.1181	0.8246753	112.7514	0.8766234	155.2647	0.7844156	149.2311	0.7519481	207.937	0.6844156	189.9876	0.7883117	172.8633	0.8974026	175.1354	0.8818182	168.8106	0.761039	168.5318	0.7792208	190.622	0.8701299	155.9041	0.8272727	219.8647	0.6922078	172.7113	0.9298701	226.7962	0.6155844	191.734	0.8415585
ERCC-00163	1440767	95.17334	0.8220779	121.0525	0.6116883	128.6719	0.6506494	111.2167	0.6597403	141.4345	0.6	101.3466	0.4805195	106.153	0.5363637	140.496	0.6454545	121.5822	0.7571428	133.4462	0.7194805	126.7019	0.8363636	120.3893	0.8194805	142.5002	0.7493507	142.8121	0.774026	110.8304	0.7675325	146.8971	0.7142857	107.6989	0.725974	154.623	0.7181818	143.3227	0.7454545	133.6113	0.864935	144.7386	0.7480519	110.6322	0.8792208	128.7633	0.7649351	132.6505	0.7896104	131.5359	0.8402597	160.0129	0.6428571	142.6871	0.8428571	125.837	0.7649351	161.0896	0.7025974	170.9235	0.487013	149.7684	0.7493507	150.013	0.7298701	134.1076	0.8792208	119.6369	0.7922078	163.9418	0.7337663	133.9317	0.8857143	201.3552	0.7402598	206.0234	0.6727273	209.9059	0.6116883	195.1367	0.7220779	160.8216	0.8337662	169.4194	0.7649351	233.2383	0.5805195	180.1226	0.6194805	217.0926	0.7090909	181.075	0.8779221	196.1831	0.787013	195.7755	0.812987
ERCC-00164	1820564	111.9771	0.4675325	123.1604	0.5753247	126.9948	0.6805195	111.6427	0.6493506	127.5729	0.8155844	102.5034	0.4415585	99.18375	0.7077922	127.7998	0.8389611	129.4218	0.6311688	128.7154	0.7779221	138.858	0.6532468	122.2227	0.8012987	143.8739	0.7415584	149.2471	0.7285714	109.2594	0.7974026	127.6817	0.9220779	108.4713	0.712987	144.401	0.8142857	138.0268	0.7844156	141.1387	0.7844156	141.6416	0.7844156	115.8111	0.8116883	139.82	0.651948	124.3197	0.8831169	138.2759	0.7675325	155.3271	0.6948052	140.6665	0.8623376	125.5671	0.7688312	160.2444	0.712987	137.4209	0.8727273	143.9855	0.7818182	137.1354	0.8298701	140.8807	0.8116883	122.2443	0.7675325	152.7193	0.8025974	132.3347	0.912987	188.3575	0.8194805	194.0438	0.7519481	197.0334	0.7142857	217.9678	0.4779221	151.9835	0.9012987	160.3743	0.848052	218.2469	0.7155844	151.8865	0.8623376	235.9467	0.5467532	198.0174	0.7636364	179.8299	0.9220779	208.1855	0.7441558
ERCC-00165	4780255	91.46147	0.8948052	110.853	0.7597402	118.4697	0.8064935	92.57726	0.9545454	119.0468	0.9155844	78.42849	0.9701298	86.27083	0.9467533	123.2468	0.8922078	112.5548	0.8961039	128.1218	0.7896104	131.6392	0.7649351	120.4775	0.8194805	133.5983	0.8415585	146.3687	0.7493507	85.91316	1	125.2613	0.938961	100.4124	0.8116883	132.2637	0.9402598	140.6082	0.7597402	133.8349	0.8636364	135.3719	0.8454546	110.8464	0.8779221	119.659	0.8779221	138.8375	0.7311688	121.3041	0.9480519	125.8377	0.9649351	155.7505	0.7402598	114.2223	0.9064935	152.3651	0.7818182	137.0068	0.8766234	126.4457	0.9675325	139.5998	0.8155844	137.1809	0.8506494	121.1731	0.7792208	156.7195	0.7701299	146.9523	0.7714286	174.6597	0.9324675	184.4675	0.8272727	185.791	0.7857143	169.5401	0.9246753	164.6892	0.7987013	146.1661	0.9506493	186.7887	0.8948052	147.4874	0.9	184.8724	0.9181818	182.4224	0.8623376	181.5928	0.912987	193.7742	0.825974
ERCC-00168	1430162	95.55164	0.8142857	112.3759	0.7376623	130.1165	0.6142857	109.984	0.6896104	120.9783	0.887013	93.9784	0.6948052	90.48288	0.8844156	134.9368	0.7467533	118.0687	0.8181818	145.0405	0.4987013	122.1324	0.8857143	123.7222	0.7935065	137.5226	0.7961039	141.0159	0.7948052	105.2621	0.8467532	139.1278	0.7987013	97.00032	0.8584415	163.3101	0.6441559	133.0562	0.8324676	139.4749	0.7948052	149.8196	0.7090909	127.1561	0.6935065	138.2281	0.6662338	138.1039	0.7402598	124.4663	0.925974	150.6751	0.7363636	158.6595	0.7025974	125.7449	0.7675325	153.3437	0.7701299	143.5095	0.8038961	140.4523	0.825974	126.4015	0.9467533	139.8257	0.8246753	125.5879	0.7220779	163.0389	0.7376623	138.021	0.8454546	183.1574	0.874026	188.6017	0.7948052	196.6588	0.7168831	204.4451	0.6506494	151.3858	0.9077922	184.6977	0.6441559	240.5972	0.4935065	188.5944	0.5090909	181.1883	0.9402598	196.2895	0.7727273	188.3181	0.861039	214.0276	0.7051948
ERCC-00170	6590497	89.54311	0.9363636	99.72128	0.9532468	119.6564	0.7961039	107.9971	0.7272727	136.7977	0.6792208	90.57249	0.7649351	97.12204	0.7441558	128.8631	0.8233766	117.8751	0.8233766	125.3564	0.8324676	122.6173	0.8844156	121.5238	0.8103896	150.8578	0.6948052	161.3366	0.5883117	120.3877	0.6337662	165.1604	0.4402598	93.90762	0.9142857	141.7526	0.848052	137.0014	0.7883117	152.321	0.6792208	133.2354	0.8662338	127.7069	0.6883117	130.0503	0.7519481	126.6194	0.8584415	148.9044	0.6909091	139.6453	0.8194805	153.3147	0.7584416	146.252	0.4727273	147.3344	0.8246753	142.1626	0.825974	139.1676	0.8454546	153.8562	0.6883117	132.1756	0.9025974	116.7825	0.8233766	163.2988	0.7376623	131.7644	0.9194805	175.2157	0.9246753	197.6216	0.725974	193.1169	0.7350649	196.3226	0.7103896	169.6854	0.7584416	173.0549	0.7324675	203.112	0.7922078	169.3183	0.7220779	221.4867	0.6844156	202.3979	0.7324675	233.1605	0.5337662	175.7348	0.9441559
ERCC-00171	4890520	87.14801	0.9662338	110.1279	0.7675325	126.3113	0.6922078	101.6597	0.8142857	133.8289	0.7298701	106.8164	0.3064935	92.49596	0.8415585	132.0811	0.787013	116.1514	0.8506494	140.4255	0.5948052	151.5311	0.3831169	141.0885	0.474026	149.9824	0.6987013	145.625	0.7532467	114.2364	0.725974	135.1179	0.8428571	103.9379	0.7714286	165.1418	0.6207792	142.2359	0.7493507	144.5944	0.7545455	133.3582	0.8662338	127.8819	0.687013	133.0746	0.7207792	139.526	0.7246753	136.1549	0.7974026	151.809	0.7220779	155.3658	0.7441558	130.3416	0.7311688	145.4167	0.8467532	139.8176	0.8441558	168.8752	0.5402597	144.465	0.7688312	144.6619	0.7779221	117.4254	0.8233766	169.9753	0.6909091	137.9573	0.8454546	186.4803	0.8415585	200.3799	0.7064935	194.1915	0.7285714	194.1909	0.7311688	187.2183	0.5974026	174.0378	0.7246753	180.3514	0.9415584	157.7088	0.8103896	236.7341	0.5402597	181.9073	0.8701299	202.3504	0.7480519	212.1136	0.7155844
HOUSEKEEPING	450292	106.3929	0.6051948	118.6395	0.6597403	216.3254	0.00	146.0938	0.02467532	213.8102	0.003896104	125.8278	0.03376623	178.6117	0.00	187.1733	0.01168831	177.2873	0.01168831	215.3219	0.00	153.2361	0.3493507	189.4763	0.006493506	222.8754	0.002597403	192.7171	0.1116883	150.5691	0.1116883	193.1522	0.05454545	152.775	0.03376623	227.8812	0.007792208	233.9268	0.00	229.1333	0.002597403	199.9678	0.05584415	173.478	0.03376623	263.4447	0.00	217.5016	0.002597403	193.7712	0.01948052	227.9364	0.003896104	207.711	0.06493507	186.6337	0.01818182	225.2833	0.009090909	233.061	0.003896104	233.1125	0.001298701	206.7638	0.02727273	210.2422	0.02077922	150.7508	0.3038961	233.8704	0.009090909	270.5953	0.00	258.9658	0.08051948	262.1351	0.05064935	362.6564	0.00	271.446	0.01038961	274.0894	0.00	204.9138	0.3623376	270.781	0.151948	225.1532	0.0961039	296.8396	0.02467532	283.118	0.02987013	293.5269	0.02337662	295.0394	0.02857143
HOUSEKEEPING	1430239	110.1363	0.5233766	186.3325	0.00	18785.39	0.00	14171.93	0.00	16504.35	0.00	12202.73	0.00	14215.85	0.00	17824.71	0.00	17961.31	0.00	17616.93	0.00	17785.35	0.00	16536.49	0.00	14952.97	0.00	14601.66	0.00	10502.08	0.00	17555.5	0.00	11807.17	0.00	18046.78	0.00	16208.97	0.00	12231.62	0.00	17113.26	0.00	13513.33	0.00	18490.81	0.00	19082.63	0.00	16620.76	0.00	20126.62	0.00	20230.54	0.00	16461.43	0.00	19370.18	0.00	19065.83	0.00	18922.55	0.00	16507.34	0.00	18327.04	0.00	14052.83	0.00	23078.43	0.00	19084.9	0.00	18596.89	0.00	20621.79	0.00	20056.97	0.00	21122.04	0.00	16814.97	0.00	19629.74	0.00	18761.85	0.00	16622.16	0.00	19016.92	0.00	17999.35	0.00	19263.66	0.00	21739.97	0.00
HOUSEKEEPING	2100273	128.8559	0.07272727	213.9382	0.00	28430.99	0.00	21562.86	0.00	26166.67	0.00	19631.79	0.00	21637.59	0.00	32379.38	0.00	27519.19	0.00	29244.82	0.00	30050.34	0.00	29721.03	0.00	27566.56	0.00	28239.91	0.00	20135.28	0.00	28286.78	0.00	19373.92	0.00	28577.69	0.00	28123.1	0.00	19296.48	0.00	28080.04	0.00	22059.55	0.00	25468.55	0.00	26168.83	0.00	28169.28	0.00	28739.44	0.00	30099.96	0.00	22570.18	0.00	31533.18	0.00	25948.41	0.00	28460.9	0.00	28346.08	0.00	29239.77	0.00	24534.59	0.00	30778.95	0.00	29020.13	0.00	27694.86	0.00	37058.01	0.00	30085.81	0.00	32422.56	0.00	31156.4	0.00	27317.39	0.00	32332.55	0.00	27309.17	0.00	32673.09	0.00	33220.51	0.00	32030.46	0.00	32628.67	0.00
HOUSEKEEPING	3940446	117.8288	0.3142857	135.6582	0.261039	1884.508	0.00	1771.392	0.00	1948.302	0.00	1220.811	0.00	1347.903	0.00	1836.974	0.00	1839.318	0.00	1689.728	0.00	1799.395	0.00	1480.412	0.00	1198.232	0.00	1317.958	0.00	866.2405	0.00	2213.814	0.00	1252.266	0.00	1788.044	0.00	1143.656	0.00	1073.9	0.00	1615.69	0.00	1282.903	0.00	1728.746	0.00	1965.479	0.00	1560.029	0.00	1661.284	0.00	1910.777	0.00	1580.977	0.00	1685.309	0.00	1674.593	0.00	1311.286	0.00	1493.593	0.00	1862.851	0.00	1374.738	0.00	2213.495	0.00	1813.998	0.00	1862.731	0.00	1814.683	0.00	2002.299	0.00	1881.374	0.00	1501.715	0.00	1605.665	0.00	2004.298	0.00	1642.45	0.00	2088.049	0.00	1938.415	0.00	1573.553	0.00	2670.315	0.00
HOUSEKEEPING	4490161	197.5664	0.00	196.8313	0.00	3038.395	0.00	3142.646	0.00	2763.24	0.00	2116.293	0.00	2555.401	0.00	2763.608	0.00	2957.032	0.00	2940.67	0.00	2713.153	0.00	2327.042	0.00	1627.63	0.00	2555.388	0.00	1261.28	0.00	2788.338	0.00	2326.11	0.00	3529.771	0.00	2189.169	0.00	2238.424	0.00	2956.271	0.00	2282.89	0.00	3638.534	0.00	3481.857	0.00	3076.653	0.00	3917.163	0.00	3514.944	0.00	3023.708	0.00	3338.031	0.00	3648.13	0.00	2543.223	0.00	3216.183	0.00	4672.625	0.00	2619.356	0.00	4174.967	0.00	3990.799	0.00	4001.844	0.00	3975.309	0.00	4484.355	0.00	4015.993	0.00	2996.885	0.00	3450.873	0.00	4709.756	0.00	3454.226	0.00	4354.293	0.00	2803.438	0.00	3830.139	0.00	3930.52	0.00
HOUSEKEEPING	5570132	105.8525	0.6116883	152.1386	0.02987013	20388.69	0.00	16127.49	0.00	14896.04	0.00	11562.42	0.00	12904.2	0.00	16862.03	0.00	16878.37	0.00	14863.57	0.00	17874.87	0.00	19033.01	0.00	11651.31	0.00	14215.42	0.00	9826.083	0.00	14106.08	0.00	13692.75	0.00	18971.97	0.00	13934.41	0.00	10495.77	0.00	16190	0.00	14488.72	0.00	17162.02	0.00	20126.98	0.00	18153.05	0.00	21259.89	0.00	21393.08	0.00	16624.34	0.00	20417.29	0.00	20038.62	0.00	16598.77	0.00	19031.85	0.00	18760.94	0.00	13589.96	0.00	21496.12	0.00	21398.25	0.00	19310.81	0.00	19571.85	0.00	20976.03	0.00	20754.34	0.00	17188.8	0.00	20019.18	0.00	21991.97	0.00	18570.96	0.00	21914.11	0.00	17763.62	0.00	21836.3	0.00	24240.94	0.00
HOUSEKEEPING	5900110	104.4467	0.6337662	147.1844	0.07402597	5603.872	0.00	5985.293	0.00	6683.404	0.00	5542.923	0.00	4422.872	0.00	6619.11	0.00	6338.816	0.00	7312.086	0.00	6967.967	0.00	6714.455	0.00	3533.791	0.00	3422.152	0.00	2802.052	0.00	5865.918	0.00	3623.088	0.00	6607.592	0.00	3702.554	0.00	2784.611	0.00	4945.143	0.00	4091.59	0.00	5486.213	0.00	6379.812	0.00	5585.821	0.00	6705.917	0.00	6874.988	0.00	5580.562	0.00	7521.553	0.00	5440.753	0.00	4893.605	0.00	5979.017	0.00	6018.646	0.00	4735.738	0.00	7856.058	0.00	7991.513	0.00	5364.472	0.00	7442.614	0.00	6707.706	0.00	6907.098	0.00	5372.435	0.00	6162.313	0.00	7297.868	0.00	4954.36	0.00	7157.75	0.00	6861.958	0.00	5935.917	0.00	7813.167	0.00
LABELING	1240647	107.5714	0.5844156	130.6336	0.4155844	139.915	0.3831169	143.9836	0.03506494	142.3008	0.5792208	94.22921	0.6883117	109.7538	0.4233766	135.1545	0.7454545	136.4529	0.4792208	155.6681	0.2441558	157.8638	0.2623377	143.7855	0.4168831	146.5671	0.7246753	163.9121	0.5519481	138.7896	0.3012987	182.7137	0.1324675	119.2346	0.5324675	163.8608	0.638961	176.2316	0.2714286	149.9073	0.7038961	182.1608	0.2194805	139.2821	0.4909091	143.6168	0.5935065	164.8088	0.2844156	157.5431	0.5389611	168.5889	0.5142857	168.5168	0.5896104	150.9381	0.3896104	167.1303	0.6467533	172.3428	0.4623377	165.4584	0.5987013	172.2785	0.4363636	180.6015	0.2896104	140.0152	0.5142857	190.1286	0.3532467	183.1828	0.3155844	243.0229	0.2090909	190.0065	0.7883117	224.5143	0.4025974	224.3442	0.3779221	201.5796	0.3688312	209.1863	0.3012987	197.2931	0.8220779	191.07	0.4792208	245.2979	0.4363636	208.3119	0.6974026	242.9638	0.4012987	232.6842	0.5623376
LABELING	5860132	111.6	0.4792208	121.1603	0.6103896	117.0249	0.8220779	111.8115	0.6467533	142.5287	0.5753247	86.51131	0.8532467	105.0242	0.561039	140.7812	0.6376624	116.266	0.8506494	125.4486	0.8285714	135.1437	0.725974	127.9879	0.7285714	166.0099	0.4597403	151.7243	0.712987	114.9618	0.7142857	163.3208	0.4818182	106.3025	0.7402598	159.2544	0.6753247	136.8208	0.7896104	154.4642	0.6493506	144.9663	0.7467533	116.268	0.8025974	135.8302	0.6909091	126.6821	0.8584415	144.1682	0.7272727	148.7823	0.7506493	164.7683	0.635065	135.8222	0.674026	158.7917	0.7285714	168.3486	0.5350649	148.2432	0.7519481	180.6998	0.2584416	153.2337	0.7077922	128.7414	0.687013	166.2287	0.725974	144.6208	0.7883117	199.3614	0.7480519	215.4398	0.5649351	195.646	0.7220779	200.0008	0.6857143	192.4394	0.5155844	177.464	0.7038961	227.1408	0.6324675	181.4476	0.5987013	223.2989	0.6766234	212.6233	0.674026	208.2176	0.7311688	202.3682	0.7792208
