TargetID	ProbeID	590.AVG_Signal	590.Detection Pval	592.AVG_Signal	592.Detection Pval	593.AVG_Signal	593.Detection Pval	594.AVG_Signal	594.Detection Pval	595.AVG_Signal	595.Detection Pval	596.AVG_Signal	596.Detection Pval	597.AVG_Signal	597.Detection Pval	598.AVG_Signal	598.Detection Pval	599.AVG_Signal	599.Detection Pval	600.AVG_Signal	600.Detection Pval	601.AVG_Signal	601.Detection Pval	603.AVG_Signal	603.Detection Pval	607.AVG_Signal	607.Detection Pval	608.AVG_Signal	608.Detection Pval	609.AVG_Signal	609.Detection Pval	612.AVG_Signal	612.Detection Pval	613.AVG_Signal	613.Detection Pval	614.AVG_Signal	614.Detection Pval	615.AVG_Signal	615.Detection Pval	616.AVG_Signal	616.Detection Pval	617.AVG_Signal	617.Detection Pval	618.AVG_Signal	618.Detection Pval	619.AVG_Signal	619.Detection Pval	623.AVG_Signal	623.Detection Pval	626.AVG_Signal	626.Detection Pval	627.AVG_Signal	627.Detection Pval	628.AVG_Signal	628.Detection Pval	629.AVG_Signal	629.Detection Pval	630.AVG_Signal	630.Detection Pval	631.AVG_Signal	631.Detection Pval	632.AVG_Signal	632.Detection Pval	634.AVG_Signal	634.Detection Pval	635.AVG_Signal	635.Detection Pval	636.AVG_Signal	636.Detection Pval	637.AVG_Signal	637.Detection Pval	638.AVG_Signal	638.Detection Pval	639.AVG_Signal	639.Detection Pval	640.AVG_Signal	640.Detection Pval	641.AVG_Signal	641.Detection Pval	642.AVG_Signal	642.Detection Pval	643.AVG_Signal	643.Detection Pval	645.AVG_Signal	645.Detection Pval	646.AVG_Signal	646.Detection Pval	647.AVG_Signal	647.Detection Pval	648.AVG_Signal	648.Detection Pval	649.AVG_Signal	649.Detection Pval	650.AVG_Signal	650.Detection Pval	651.AVG_Signal	651.Detection Pval
ERCC-00035	2030731	88.37646	0.9558442	101.4272	0.9285714	112.0037	0.8948052	109.0571	0.7116883	126.0965	0.8376623	80.67368	0.9506493	94.26846	0.8064935	122.4032	0.9025974	105.51	0.9701298	127.9502	0.7896104	125.5731	0.8493506	130.5445	0.6961039	125.9557	0.9363636	149.0327	0.7298701	108.472	0.8103896	122.6707	0.9649351	97.68324	0.8467532	143.3585	0.8233766	130.3298	0.8753247	146.5008	0.7363636	149.9639	0.7090909	117.8555	0.7831169	129.2524	0.7623377	128.1435	0.8402597	133.0648	0.8324676	149.4049	0.7454545	133.6512	0.938961	126.0794	0.7636364	150.2658	0.7987013	126.1045	0.9688312	134.4599	0.9038961	133.6626	0.8701299	143.4449	0.7857143	116.6342	0.8233766	150.9615	0.812987	150.3214	0.7454545	183.2136	0.874026	184.1987	0.8285714	176.5778	0.874026	180.2054	0.8337662	169.3459	0.7584416	170.2532	0.7571428	185.4942	0.9025974	149.7417	0.8818182	210.8375	0.7428572	182.2269	0.8662338	192.7991	0.8194805	186.4028	0.8831169
ERCC-00039	6040278	86.04485	0.9766234	104.9259	0.861039	113.8646	0.8714285	104.5641	0.7727273	111.9538	0.9766234	80.5751	0.9532468	93.28642	0.8246753	118.954	0.9337662	111.5135	0.9064935	132.1372	0.7376623	116.1618	0.9545454	110.047	0.9584416	135.426	0.8155844	144.9488	0.7597402	97.02026	0.9610389	118.0895	0.9844156	94.75915	0.8987013	115.0703	1	129.6253	0.8831169	122.9206	0.9675325	125.3884	0.9571428	107.6558	0.9181818	111.624	0.9571428	115.6279	0.9766234	128.2119	0.8909091	143.9069	0.7766234	149.2052	0.7779221	120.0759	0.8324676	140.6131	0.9012987	123.5764	0.987013	130.3321	0.9545454	129.1513	0.9181818	144.5561	0.7818182	97.46638	0.9922078	137.3102	0.9558442	144.2732	0.7896104	172.33	0.9480519	180.7768	0.8571429	170.8263	0.9116883	190.075	0.7662337	162.2219	0.8220779	142.4186	0.9701298	182.9619	0.9168831	148.3802	0.8935065	203.5863	0.7844156	157.7149	0.9883117	167.9003	0.9805195	191.0755	0.8454546
ERCC-00040	6350025	86.23773	0.9766234	105.0868	0.8558441	111.9014	0.8974026	118.1165	0.4896104	123.4262	0.8623376	80.73026	0.9506493	98.56142	0.7220779	128.4475	0.8298701	133.6979	0.5337662	129.5721	0.7714286	131.3215	0.7688312	140.7867	0.4844156	161.5665	0.5454546	139.5363	0.8116883	108.7486	0.8064935	145.6004	0.7246753	95.66605	0.8831169	143.6286	0.8168831	148.795	0.7025974	140.3873	0.787013	124.8111	0.9610389	126.8236	0.7012987	143.1441	0.6	132.2626	0.7922078	135.9535	0.8025974	143.4676	0.7818182	151.2651	0.7675325	145.0482	0.5064935	137.8699	0.9233766	152.9096	0.712987	142.0419	0.7987013	146.4694	0.7519481	151.2912	0.7298701	108.9051	0.9181818	155.8759	0.7779221	132.2211	0.912987	186.6012	0.8389611	180.8422	0.8558441	179.2198	0.8493506	165.8015	0.9545454	166.5008	0.7857143	178.7726	0.6922078	196.019	0.8324676	145.7731	0.9116883	197.043	0.825974	197.6235	0.7675325	194.9682	0.8025974	175.6001	0.9467533
ERCC-00041	2320315	94.52296	0.8350649	112.4468	0.7376623	111.4608	0.9038961	91.09034	0.9623377	117.7361	0.9298701	84.47791	0.8961039	95.54002	0.7779221	125.5387	0.8623376	127.2232	0.6662338	114.9165	0.9597403	131.7063	0.761039	114.4781	0.9077922	146.5499	0.7246753	129.9301	0.9194805	110.9497	0.7675325	158.0036	0.5649351	101.7841	0.7961039	140.9889	0.8571429	139.4229	0.7753247	132.3278	0.8779221	133.3528	0.8662338	112.2554	0.861039	123.7378	0.8298701	124.174	0.8831169	123.4476	0.9298701	131.8013	0.9051948	141.0244	0.851948	111.1272	0.951948	134.6415	0.951948	132.8801	0.9207792	146.9297	0.761039	142.9112	0.7844156	141.9127	0.8	108.8314	0.9181818	143.6378	0.8909091	147.0499	0.7701299	202.0582	0.7350649	189.5283	0.7883117	181.1684	0.8246753	165.9504	0.9532468	173.4641	0.7350649	175.7024	0.7142857	211.8332	0.7493507	156.212	0.8246753	209.6682	0.7480519	198.9008	0.761039	185.7441	0.8753247	185.9477	0.8844156
ERCC-00042	7570685	89.10233	0.9428571	96.66139	0.9805195	122.3495	0.7584416	90.77114	0.9636363	116.9499	0.9376624	92.33122	0.7350649	88.30812	0.9272727	135.984	0.7311688	112.4567	0.8974026	119.8808	0.9064935	132.0978	0.7558442	129.2249	0.7038961	134.1725	0.8350649	132.1054	0.8883117	107.1629	0.8207792	121.9675	0.9701298	95.27126	0.8896104	134.4998	0.9311689	121.9795	0.9597403	130.4147	0.8948052	140.8771	0.7896104	130.8906	0.6545454	115.4431	0.9194805	123.5135	0.8922078	123.6657	0.9285714	140.7286	0.8077922	136.6399	0.9116883	109.525	0.9636363	139.8716	0.9064935	137.2993	0.874026	129.614	0.9545454	130.8513	0.9025974	125.8769	0.9714286	108.3446	0.9246753	159.2184	0.7532467	128.2452	0.9571428	152.6033	0.9987013	170.2404	0.951948	204.7992	0.6415585	180.4688	0.8298701	168.4104	0.7649351	152.6516	0.9025974	194.1063	0.8467532	144.3567	0.925974	201.9068	0.7961039	203.8909	0.7207792	192.9486	0.8155844	194.9683	0.8233766
ERCC-00043	2320427	86.0686	0.9766234	99.47012	0.9558442	115.6781	0.851948	94.93861	0.9246753	112.6238	0.974026	81.34622	0.9428571	89.89176	0.9	124.5685	0.8727273	97.13293	0.9987013	108.2474	0.9948052	112.685	0.9779221	110.8293	0.9493507	125.9454	0.9363636	124.3419	0.9571428	96.54781	0.9636363	127.3239	0.9272727	94.82452	0.8961039	132.2667	0.9402598	117.2383	0.9857143	121.2781	0.9766234	126.3151	0.9480519	136.4761	0.5532467	110.37	0.9688312	112.9956	0.9818182	119.2365	0.9636363	124.7766	0.9727273	137.6794	0.9025974	108.9095	0.9649351	139.7112	0.9090909	133.5906	0.9168831	125.0856	0.974026	132.4925	0.887013	119.0582	0.9961039	111.7308	0.887013	148.8543	0.8298701	133.8312	0.8883117	180.4	0.8909091	192.1984	0.7701299	176.4307	0.874026	169.1911	0.925974	156.5996	0.8597403	141.4296	0.9727273	170.0285	0.9857143	161.8041	0.7792208	226.2313	0.6493506	148.9726	0.9974026	180.3193	0.9194805	188.3914	0.8662338
ERCC-00044	4730551	92.11052	0.8831169	110.4325	0.7649351	124.5903	0.7324675	96.36666	0.8922078	132.32	0.7493507	80.96326	0.9454545	94.76945	0.7961039	129.7747	0.8142857	128.319	0.6454545	125.1261	0.8337662	124.7323	0.8571429	116.4425	0.8818182	129.4303	0.8948052	139.0665	0.8142857	101.7594	0.9	126.0637	0.9350649	93.7762	0.9168831	145.4567	0.8	131.1437	0.864935	142.1412	0.7766234	133.7704	0.8623376	105.1617	0.9545454	120.4218	0.8688312	129.8861	0.8168831	158.7323	0.5090909	135.6934	0.861039	144.8327	0.8220779	115.9683	0.8831169	152.1477	0.7831169	143.2056	0.8103896	133.7036	0.912987	126.3904	0.9467533	140.6583	0.8155844	118.8915	0.8012987	153.2052	0.7961039	137.1997	0.8545455	181.5111	0.8805195	179.7751	0.8662338	177.9001	0.8662338	189.2497	0.7714286	158.0856	0.8506494	153.4026	0.8974026	194.1456	0.8467532	146.3972	0.9077922	209.4563	0.7493507	178.3228	0.8961039	174.861	0.9532468	186.792	0.8818182
ERCC-00046	1980008	87.8632	0.9610389	101.7531	0.9220779	122.7509	0.7571428	98.9052	0.8571429	125.5929	0.8415585	79.69739	0.9571428	86.37654	0.9467533	121.3251	0.9168831	104.3245	0.9792208	115.2734	0.9571428	138.0082	0.6701299	122.3753	0.8012987	130.8847	0.874026	134.0095	0.8636364	104.4729	0.8584415	132.1461	0.8714285	101.7765	0.7961039	127.7983	0.9688312	138.2458	0.7831169	121.1544	0.9779221	126.7591	0.9428571	109.9985	0.8857143	118.4994	0.8844156	124.8604	0.874026	121.3607	0.9480519	121.291	0.9883117	131.6496	0.9597403	127.1271	0.7506493	145.2695	0.8506494	137.766	0.864935	132.8363	0.9220779	132.5338	0.887013	128.4392	0.9480519	98.38137	0.9922078	157.8734	0.7649351	131.3615	0.925974	179.304	0.8948052	180.5119	0.861039	195.3489	0.7246753	160.5205	0.9792208	173.2324	0.7350649	163.3535	0.8233766	196.3876	0.8298701	134.5404	0.9766234	198.9247	0.8155844	158.748	0.9857143	171.8837	0.9675325	187.8553	0.8753247
ERCC-00048	1990497	97.53909	0.7805195	104.3726	0.8701299	114.6233	0.8675325	94.43819	0.9324675	129.5192	0.7883117	88.79011	0.7987013	90.01311	0.8974026	144.164	0.5805195	148.0028	0.2298701	131.8786	0.7402598	111.3596	0.9831169	121.2699	0.8116883	134.3548	0.8324676	132.0994	0.8883117	107.6362	0.8181818	138.5707	0.8038961	85.45477	0.987013	132.8946	0.9350649	114.582	0.9948052	120.7911	0.9818182	129.3197	0.9194805	105.4875	0.9480519	100.1779	0.9987013	120.6623	0.9181818	122.8048	0.9337662	130.4985	0.9194805	138.3799	0.8909091	126.4667	0.7584416	143.4553	0.8727273	125.9639	0.9701298	148.1277	0.7532467	146.7302	0.7493507	139.0025	0.8324676	109.9129	0.9051948	132.7912	0.9818182	140.9045	0.8181818	175.106	0.925974	173.1595	0.9324675	169.2678	0.9220779	183.5779	0.8077922	170.4174	0.7506493	152.7815	0.9025974	192.9281	0.8506494	149.125	0.8857143	193.4178	0.8571429	200.9442	0.7467533	178.4023	0.9311689	190.1598	0.851948
ERCC-00051	290369	99.01494	0.7506493	116.0639	0.6948052	111.0847	0.9103896	106.1508	0.7545455	135.3369	0.7064935	95.00865	0.6727273	96.98204	0.7480519	127.9073	0.8363636	113.4092	0.8844156	129.753	0.7701299	135.3253	0.7220779	146.985	0.3363636	155.2488	0.6545454	147.466	0.7415584	113.6958	0.7363636	146.1859	0.7168831	98.77	0.8350649	131.768	0.9428571	145.8241	0.7233766	142.2126	0.7753247	142.3987	0.7753247	114.5261	0.8285714	121.9882	0.8545455	139.2308	0.7285714	139.6206	0.7597402	137.7881	0.8363636	154.1924	0.7545455	120.9254	0.825974	152.8837	0.7779221	139.2227	0.8493506	153.1891	0.7272727	142.8134	0.7857143	154.7335	0.6922078	105.209	0.9571428	163.1516	0.7376623	127.2891	0.9675325	174.5884	0.9324675	198.853	0.7194805	185.0846	0.7896104	179.969	0.8363636	163.2403	0.8142857	146.2011	0.9506493	215.4599	0.7298701	172.8122	0.6974026	212.2114	0.7350649	180.5654	0.8792208	183.4086	0.9012987	186.6368	0.8818182
ERCC-00053	5260356	93.0275	0.8597403	105.8076	0.8415585	108.8947	0.9376624	94.68595	0.9311689	129.9953	0.7857143	78.85256	0.9688312	100.6002	0.674026	130.5501	0.8090909	120.4888	0.7753247	131.4943	0.7428572	132.3983	0.7506493	120.6684	0.8194805	141.5377	0.7649351	124.0349	0.9597403	99.15021	0.9311689	130.6094	0.8831169	96.93917	0.8584415	120.5575	0.9987013	140.3892	0.7623377	142.312	0.774026	143.7995	0.761039	108.0572	0.9103896	125.2618	0.8025974	118.5355	0.9428571	127.5908	0.8987013	136.78	0.848052	133.375	0.9428571	119.7322	0.8350649	150.253	0.7987013	135.4722	0.8948052	132.4936	0.9233766	124.333	0.9584416	137.9759	0.8389611	129.2657	0.6805195	139.0075	0.9363636	135.439	0.8714285	176.5632	0.9155844	171.6711	0.9454545	188.2679	0.7571428	190.5963	0.7636364	174.266	0.7285714	167.593	0.7909091	190.4362	0.8714285	155.562	0.8298701	176.9698	0.9649351	163.4022	0.9727273	179.9413	0.9220779	192.4967	0.8363636
ERCC-00054	1820215	94.57442	0.8350649	104.6016	0.8688312	116.4818	0.8350649	101.591	0.8142857	128.353	0.8	96.81559	0.6090909	99.21748	0.7077922	119.5943	0.9285714	120.959	0.7701299	134.3442	0.7051948	119.1059	0.925974	122.5747	0.8	122.7564	0.9649351	131.2325	0.9051948	100.0883	0.925974	118.9456	0.9831169	91.07789	0.9480519	127.7522	0.9701298	134.6569	0.8168831	131.073	0.8896104	138.0907	0.8116883	118.7972	0.7727273	125.8294	0.7974026	129.4364	0.8181818	120.8531	0.951948	145.6043	0.7662337	147.9435	0.7909091	120.4581	0.8285714	145.5526	0.8454546	144.357	0.7948052	153.4119	0.725974	133.9099	0.8662338	144.1167	0.7818182	113.5054	0.8623376	144.6237	0.8857143	142.9151	0.8051948	191.23	0.7909091	172.6078	0.9376624	187.331	0.7675325	192.1529	0.7519481	158.4991	0.8506494	171.6547	0.7506493	189.579	0.8766234	148.9055	0.8896104	200.0041	0.8103896	178.8784	0.8922078	210.2776	0.7220779	193.553	0.825974
ERCC-00057	70278	90.79459	0.9038961	108.1357	0.8025974	114.1898	0.8675325	94.13259	0.938961	121.9876	0.8831169	86.11842	0.861039	96.60398	0.7545455	109.8413	0.9948052	119.5608	0.7857143	118.775	0.912987	119.9492	0.9194805	108.6141	0.9688312	142.4537	0.7506493	121.6314	0.9792208	104.0556	0.8636364	124.4022	0.9467533	89.81878	0.9571428	134.6782	0.9298701	120.7285	0.9675325	120.8061	0.9818182	119.6688	0.9922078	110.1988	0.8844156	120.7463	0.8636364	120.3485	0.9220779	110.5366	0.9961039	130.6473	0.9181818	146.2793	0.8064935	108.0915	0.9701298	156.6701	0.7415584	128.3763	0.9467533	131.6285	0.9324675	136.7075	0.8415585	127.7606	0.9545454	118.394	0.8051948	134.1105	0.9779221	139.1015	0.8389611	157.6323	0.9922078	164.6845	0.9805195	172.3456	0.9012987	171.4137	0.9077922	145.8556	0.9571428	152.7039	0.9025974	177.6652	0.9597403	146.82	0.9025974	184.5377	0.9207792	160.7216	0.9831169	185.3474	0.8818182	171.5485	0.974026
ERCC-00058	5570400	95.85435	0.8038961	99.46888	0.9558442	119.7201	0.7961039	117.3005	0.5077922	136.3473	0.6909091	96.48708	0.6168831	92.62254	0.8389611	147.9019	0.5038961	118.838	0.7987013	124.9897	0.8350649	127.1417	0.8337662	127.4042	0.738961	145.0664	0.7363636	139.9194	0.8077922	109.5323	0.7961039	127.8521	0.9181818	106.0358	0.7441558	146.3931	0.7909091	138.0281	0.7844156	165.041	0.4922078	175.5125	0.3142857	104.5031	0.9597403	130.4078	0.7480519	131.3581	0.8012987	139.028	0.7636364	157.7895	0.6558442	157.8609	0.7116883	128.8609	0.7428572	149.6111	0.8038961	139.4003	0.8493506	156.0878	0.7012987	149.6498	0.7311688	142.569	0.7922078	120.3484	0.7857143	155.6799	0.7779221	141.4095	0.8142857	207.8354	0.6844156	191.8584	0.7727273	196.3487	0.7194805	187.2999	0.7831169	198.4817	0.4220779	171.441	0.7506493	198.4508	0.8155844	149.5927	0.8818182	216.9838	0.7103896	186.4774	0.8337662	194.2131	0.8025974	196.4437	0.8077922
ERCC-00059	5360059	93.79653	0.8402597	112.1108	0.7428572	113.1771	0.8753247	104.3817	0.774026	130.2799	0.7792208	88.70011	0.8025974	97.96589	0.7298701	134.3421	0.7597402	132.3751	0.5701299	123.9832	0.8506494	140.08	0.625974	109.9939	0.9584416	146.2485	0.725974	131.2114	0.9051948	104.0056	0.8636364	140.8584	0.7831169	106.2949	0.7402598	137.3845	0.9025974	122.1385	0.9584416	141.4236	0.7805195	139.8706	0.7961039	115.8355	0.8116883	130.5557	0.7467533	132.2031	0.7935065	135.5113	0.8038961	130.6301	0.9181818	120.7224	0.9987013	123.9251	0.7818182	140.0662	0.9064935	137.7943	0.864935	130.8892	0.9480519	135.8418	0.8493506	124.8292	0.9766234	110.9607	0.887013	135.8648	0.9623377	135.618	0.8688312	182.8789	0.8766234	183.8946	0.8298701	190.6795	0.7493507	182.2964	0.8194805	182.7279	0.6532468	148.4735	0.925974	202.3142	0.7961039	141.2042	0.9376624	198.0674	0.8168831	161.6451	0.9779221	200.3006	0.7636364	197.4533	0.7987013
ERCC-00060	450059	100.4239	0.7233766	109.6533	0.7714286	113.0415	0.8792208	99.50215	0.8441558	132.4824	0.7467533	97.53773	0.5896104	98.13673	0.7246753	129.534	0.8168831	117.0798	0.8376623	123.6898	0.8506494	152.3123	0.3688312	125.7421	0.7636364	157.5838	0.6155844	170.6832	0.4233766	101.1503	0.9103896	140.384	0.7883117	95.64204	0.8831169	138.6104	0.8896104	130.613	0.8714285	137.7638	0.8155844	139.2969	0.8025974	121.5825	0.7454545	119.6953	0.8779221	136.5959	0.7597402	144.2734	0.7272727	143.2902	0.7857143	162.0649	0.6714286	122.2155	0.8064935	135.9845	0.9454545	137.9995	0.8636364	144.0001	0.7818182	141.0004	0.8012987	131.7249	0.9142857	114.5994	0.8454546	146.9486	0.851948	137.966	0.8454546	199.3006	0.7480519	203.4136	0.6909091	183.0134	0.8064935	169.7044	0.9233766	174.8332	0.7233766	172.3706	0.7363636	220.1814	0.6987013	163.6864	0.7662337	199.3442	0.8142857	200.5937	0.7493507	158.1618	0.9961039	163.8625	0.9948052
ERCC-00061	2370458	91.14651	0.9	115.0915	0.7051948	103.2771	0.9831169	105.0936	0.7675325	117.2915	0.9337662	89.95073	0.7779221	92.71425	0.8389611	127.717	0.8415585	116.0595	0.8506494	145.5802	0.487013	139.8455	0.6311688	127.94	0.7298701	130.0854	0.887013	138.7151	0.8181818	128.7973	0.487013	128.058	0.9168831	101.809	0.7961039	132.1441	0.9402598	139.6047	0.774026	142.9309	0.7662337	145.8486	0.7428572	109.8255	0.8883117	116.2804	0.9103896	134.4921	0.7779221	118.8425	0.9662338	136.9979	0.8454546	147.5871	0.7909091	112.2434	0.9324675	142.5491	0.8792208	134.1056	0.9064935	146.7448	0.7623377	133.906	0.8675325	133.9255	0.8818182	115.4534	0.8337662	130.8181	0.9909091	159.7786	0.6831169	187.7378	0.8207792	215.0716	0.5701299	183.7078	0.8025974	186.4498	0.7909091	163.3613	0.812987	170.2463	0.7571428	197.2698	0.8233766	154.6965	0.8389611	190.5439	0.8831169	198.7175	0.761039	198.3248	0.7701299	199.2987	0.7896104
ERCC-00062	6760035	90.22655	0.9090909	110.0912	0.7675325	116.4336	0.8350649	99.66399	0.8415585	125.8629	0.8376623	92.96089	0.7207792	88.30077	0.9272727	130.9053	0.8025974	126.9132	0.674026	118.8459	0.912987	122.8808	0.8792208	119.8828	0.825974	140.3439	0.7779221	132.9678	0.8727273	108.2488	0.812987	132.4333	0.8701299	101.5812	0.7961039	126.8185	0.9753247	132.0048	0.8493506	129.5997	0.9038961	128.1456	0.9311689	111.5339	0.8688312	125.5838	0.8	146.9893	0.6285715	131.3146	0.8454546	154.5054	0.6987013	145.1319	0.8168831	120.147	0.8324676	126.2894	0.9922078	148.7385	0.7597402	142.6567	0.7961039	124.9038	0.9558442	139.2888	0.8285714	111.0359	0.887013	150.2993	0.8155844	130.0094	0.938961	191.0642	0.7909091	193.2558	0.7623377	196.2425	0.7207792	190.282	0.7662337	157.8645	0.851948	179.1431	0.6883117	200.835	0.8064935	170.6055	0.7064935	209.2966	0.7519481	192.9351	0.7935065	207.0947	0.7337663	190.7214	0.848052
ERCC-00067	5890475	91.01567	0.9012987	112.1924	0.7402598	111.2347	0.9090909	99.62119	0.8415585	116.9181	0.9376624	78.52363	0.9701298	87.43637	0.9350649	131.0251	0.8025974	110.7713	0.9168831	124.8139	0.8389611	126.7561	0.8363636	115.1996	0.8987013	122.2348	0.9649351	115.4791	0.9961039	99.76261	0.9272727	142.4717	0.7636364	90.4348	0.951948	142.348	0.8337662	129.4919	0.8844156	125.3151	0.9506493	132.0601	0.8779221	112.4162	0.8597403	112.6257	0.9467533	114.3994	0.9792208	135.9828	0.8012987	132.0431	0.9038961	138.735	0.8883117	111.1715	0.9506493	142.807	0.874026	133.8134	0.9142857	128.4991	0.9571428	140.6339	0.8038961	122.4569	0.9896104	110.563	0.8896104	134.2007	0.9779221	130.8383	0.9298701	180.6408	0.887013	186.2176	0.8168831	162.9275	0.9662338	167.747	0.9363636	162.6849	0.8194805	149.2859	0.9194805	191.853	0.8636364	152.7757	0.8571429	178.1985	0.9597403	167.1891	0.9493507	176.1591	0.9480519	191.672	0.8428571
ERCC-00069	2970424	92.91274	0.8597403	96.49877	0.9818182	106.2478	0.9623377	91.6992	0.9597403	110.6169	0.9844156	85.69632	0.8714285	98.17705	0.7246753	118.9606	0.9337662	114.3148	0.8753247	113.3347	0.9766234	126.6414	0.8376623	112.9334	0.9285714	124.3455	0.9532468	120.0556	0.9922078	92.7875	0.987013	129.375	0.8974026	98.39291	0.8389611	126.2287	0.9805195	132.5858	0.8415585	137.4721	0.8168831	135.3048	0.8467532	114.7544	0.8220779	107.3397	0.9844156	120.7112	0.9181818	120.6985	0.951948	141.7867	0.7922078	140.8123	0.8584415	126.6414	0.7545455	154.304	0.7636364	140.5557	0.8389611	133.2642	0.9181818	137.5232	0.8285714	137.8076	0.8428571	102.3502	0.9792208	138.6319	0.938961	139.5165	0.8311688	192.4295	0.7831169	157.0677	0.9974026	187.7333	0.7649351	179.1855	0.8441558	167.6296	0.7727273	156.2093	0.8831169	187.7914	0.8857143	142.0039	0.9311689	204.3409	0.7779221	170.935	0.9350649	199.0718	0.7675325	216.2713	0.7012987
ERCC-00071	4230037	96.04855	0.7974026	111.8977	0.7467533	124.901	0.7220779	110.2672	0.6818182	149.3156	0.4155844	92.49195	0.7337663	101.0068	0.6675324	127.0769	0.851948	133.8695	0.5311688	128.4785	0.7805195	151.72	0.3831169	126.7312	0.7441558	150.7631	0.6948052	151.238	0.7155844	110.5901	0.774026	134.5807	0.848052	101.9574	0.7961039	159.3413	0.6753247	142.5488	0.7480519	138.7751	0.8064935	134.231	0.8571429	108.942	0.9038961	127.711	0.7779221	141.3111	0.7116883	123.952	0.9272727	140.2582	0.8181818	136.2044	0.9142857	126.2815	0.7623377	151.5575	0.7857143	146.1129	0.7818182	146.0143	0.7675325	134.8286	0.8584415	148.1781	0.761039	110.0804	0.9	146.4902	0.8571429	144.4633	0.7896104	201.8222	0.7363636	194.0275	0.7519481	195.7807	0.7220779	186.3314	0.7909091	153.2535	0.8935065	158.0544	0.8727273	203.4148	0.7883117	154.567	0.8428571	195.9461	0.8376623	184.6219	0.8454546	182.1264	0.9103896	199.5166	0.7883117
ERCC-00073	7330465	90.87466	0.9025974	94.61263	0.9948052	114.3518	0.8675325	104.4198	0.774026	127.6338	0.812987	87.79884	0.8272727	89.64102	0.9051948	123.7305	0.8805195	104.8837	0.9766234	121.46	0.8857143	118.8995	0.925974	115.4543	0.8935065	128.2959	0.9090909	143.418	0.7714286	103.9582	0.8662338	136.687	0.8233766	98.25307	0.8389611	140.2419	0.8675325	128.2189	0.8948052	131.0401	0.8909091	127.9644	0.9311689	109.8016	0.8883117	113.0749	0.9441559	137.7109	0.7480519	132.1514	0.8389611	143.4856	0.7792208	130.3146	0.9675325	120.6274	0.825974	141.5434	0.8987013	144.4647	0.7922078	133.46	0.9155844	128.1286	0.9272727	132.2726	0.9	112.2139	0.8831169	146.9849	0.851948	140.2279	0.8246753	174.0085	0.938961	198.8572	0.7194805	178.4404	0.8623376	171.025	0.9077922	144.5157	0.9597403	173.2879	0.7324675	206.1984	0.7766234	143.7119	0.925974	177.4462	0.9623377	197.0146	0.7701299	186.8283	0.8675325	179.5812	0.9246753
ERCC-00074	3710431	92.80949	0.864935	101.8936	0.9220779	111.7909	0.8974026	102.2556	0.8064935	134.5986	0.7207792	87.81319	0.8272727	91.35766	0.8662338	133.254	0.7753247	126.9234	0.674026	115.4807	0.9558442	144.9566	0.5298702	121.3791	0.8116883	139.4852	0.7792208	146.0604	0.7519481	103.8269	0.8675325	119.7402	0.9792208	93.9796	0.912987	126.85	0.9727273	134.2418	0.8220779	124.7656	0.9545454	120.8432	0.9844156	119.1051	0.7714286	131.1268	0.7415584	113.5562	0.9818182	125.4931	0.9181818	144.5737	0.7727273	143.8014	0.8337662	104.8852	0.9857143	160.0903	0.7168831	142.1595	0.8272727	141.006	0.812987	138.6342	0.8194805	127.1172	0.9597403	106.5572	0.9493507	147.4351	0.848052	136.0981	0.861039	186.9311	0.8363636	167.9866	0.9649351	173.5109	0.8935065	177.5293	0.851948	145.9757	0.9571428	159.1094	0.861039	183.526	0.9155844	156.4239	0.8194805	198.0867	0.8155844	175.3687	0.9142857	203.8066	0.7441558	189.6029	0.8571429
ERCC-00075	70477	86.10903	0.9766234	103.5178	0.8948052	114.6279	0.8675325	99.19167	0.8506494	118.881	0.9155844	86.33005	0.8571429	78.16026	0.9974026	110.5589	0.9935065	103.7146	0.9844156	110.4118	0.9909091	127.5203	0.8311688	110.0299	0.9584416	148.2227	0.7155844	143.4586	0.7714286	92.40167	0.9883117	129.8442	0.8922078	103.4753	0.7818182	139.0141	0.8831169	123.6249	0.938961	137.7884	0.8142857	121.142	0.9831169	96.05321	0.9961039	114.0727	0.9337662	110.8754	0.9909091	117.3338	0.9753247	138.5833	0.8272727	122.866	0.9948052	121.8544	0.812987	136.4118	0.9363636	135.7634	0.8909091	130.1974	0.9545454	115.0955	0.9987013	137.6436	0.8441558	120.7913	0.7831169	131.0816	0.9909091	129.9394	0.9415584	176.4351	0.9155844	170.6735	0.951948	171.7989	0.9051948	185.8038	0.7948052	148.7978	0.9298701	134.7161	0.9961039	171.3566	0.9818182	156.4957	0.8194805	162.8649	0.9987013	182.5154	0.8597403	206.7317	0.7350649	176.9394	0.9402598
