TargetID	ProbeID	HSS 106.AVG_Signal	HSS 106.Detection Pval	HSS 107.AVG_Signal	HSS 107.Detection Pval	HSS 108.AVG_Signal	HSS 108.Detection Pval	HSS 109.AVG_Signal	HSS 109.Detection Pval	HSS 110.AVG_Signal	HSS 110.Detection Pval	HSS 111.AVG_Signal	HSS 111.Detection Pval	HSS 112.AVG_Signal	HSS 112.Detection Pval	HSS 113.AVG_Signal	HSS 113.Detection Pval	HSS 114.AVG_Signal	HSS 114.Detection Pval	HSS 115.AVG_Signal	HSS 115.Detection Pval	HSS 116.AVG_Signal	HSS 116.Detection Pval	HSS 117.AVG_Signal	HSS 117.Detection Pval	HSS 118.AVG_Signal	HSS 118.Detection Pval	HSS 119.AVG_Signal	HSS 119.Detection Pval	HSS 120.AVG_Signal	HSS 120.Detection Pval	HSS 121.AVG_Signal	HSS 121.Detection Pval	HSS 122.AVG_Signal	HSS 122.Detection Pval	HSS 123.AVG_Signal	HSS 123.Detection Pval	HSS 125.AVG_Signal	HSS 125.Detection Pval	HSS 126.AVG_Signal	HSS 126.Detection Pval	HSS 127.AVG_Signal	HSS 127.Detection Pval	HSS 128.AVG_Signal	HSS 128.Detection Pval	HSS 129.AVG_Signal	HSS 129.Detection Pval	HSS 131.AVG_Signal	HSS 131.Detection Pval	HSS 132.AVG_Signal	HSS 132.Detection Pval	HSS 133.AVG_Signal	HSS 133.Detection Pval	HSS 134.AVG_Signal	HSS 134.Detection Pval	HSS 135.AVG_Signal	HSS 135.Detection Pval	HSS 136.AVG_Signal	HSS 136.Detection Pval	HSS 137.AVG_Signal	HSS 137.Detection Pval	HSS 138.AVG_Signal	HSS 138.Detection Pval	HSS 139.AVG_Signal	HSS 139.Detection Pval	HSS 140.AVG_Signal	HSS 140.Detection Pval	HSS 141.AVG_Signal	HSS 141.Detection Pval	HSS 142.AVG_Signal	HSS 142.Detection Pval	HSS 143.AVG_Signal	HSS 143.Detection Pval	HSS 144.AVG_Signal	HSS 144.Detection Pval	HSS 145.AVG_Signal	HSS 145.Detection Pval	HSS 146.AVG_Signal	HSS 146.Detection Pval	HSS 147.AVG_Signal	HSS 147.Detection Pval	HSS 148.AVG_Signal	HSS 148.Detection Pval	HSS 149.AVG_Signal	HSS 149.Detection Pval	HSS 150.AVG_Signal	HSS 150.Detection Pval	HSS 151.AVG_Signal	HSS 151.Detection Pval	HSS 152.AVG_Signal	HSS 152.Detection Pval	HSS 153.AVG_Signal	HSS 153.Detection Pval	HSS 154.AVG_Signal	HSS 154.Detection Pval	HSS 155.AVG_Signal	HSS 155.Detection Pval
NEGATIVE	380438	93.34458	0.4558442	101.7743	0.4844156	116.4323	0.451948	148.9432	0.1597403	114.02	0.5454546	139.5562	0.1701299	103.907	0.4987013	124.0466	0.3168831	110.7888	0.6181818	124.9029	0.2558441	123.8127	0.5779221	99.2812	0.3376623	144.2395	0.3116883	149.3673	0.2311688	145.2677	0.274026	126.0063	0.3545454	131.0462	0.5155844	132.0726	0.3727273	151.9446	0.08831169	120.673	0.5389611	163.3643	0.01688312	138.3291	0.2285714	147.9017	0.1220779	110.7925	0.361039	123.8439	0.5792208	121.231	0.4038961	105.448	0.5922078	116.4621	0.5467532	124.7731	0.2155844	104.3796	0.7064935	112.7507	0.4311688	110.2743	0.6857143	124.1203	0.06103896	112.102	0.3142857	123.2287	0.3922078	120.7841	0.3467532	80.44662	0.8233766	105.3963	0.7584416	98.21613	0.1857143	114.5627	0.4649351	111.5529	0.1818182	96.40113	0.6038961	116.9279	0.287013	103.2784	0.4792208	128.0631	0.1324675	102.0878	0.7779221	121.437	0.06363636	103.8271	0.2402597
NEGATIVE	380739	76.00362	0.9558442	78.92865	0.9844156	96.06512	0.9116883	114.5957	0.8493506	90.53825	0.9727273	109.517	0.8402597	94.97678	0.7623377	97.53144	0.9051948	98.42902	0.8597403	91.72875	0.9584416	102.4569	0.9311689	84.87441	0.7896104	124.1813	0.7688312	118.1169	0.8792208	116.1484	0.874026	95.6529	0.9766234	110.9774	0.887013	102.9068	0.9506493	119.4281	0.7623377	105.2701	0.8883117	106.8201	0.9155844	100.796	0.9714286	106.7556	0.9376624	87.32223	0.9636363	106.2094	0.9142857	99.61763	0.8935065	98.4882	0.7727273	89.6868	0.9987013	94.14267	0.9493507	91.62361	0.9636363	96.23725	0.8701299	89.93361	0.9935065	87.941	0.9610389	97.00573	0.7727273	96.87319	0.9584416	95.74352	0.9324675	83.28034	0.7311688	96.94069	0.9376624	85.41096	0.6779221	103.9688	0.8025974	94.786	0.7961039	88.88158	0.874026	98.48555	0.8467532	88.56334	0.9272727	101.7792	0.848052	101.9858	0.7857143	96.41389	0.787013	90.62663	0.7051948
NEGATIVE	430008	80.54599	0.874026	84.08743	0.9350649	100.1566	0.8415585	88.96314	0.9987013	99.67703	0.8467532	106.4361	0.8935065	79.90607	0.9857143	94.781	0.9467533	91.4296	0.9545454	93.98965	0.938961	104.7459	0.8961039	73.90556	0.9844156	116.6355	0.8896104	113.1417	0.9467533	105.9469	0.9805195	108.4559	0.7818182	118.3582	0.7766234	100.1802	0.9753247	105.7412	0.9584416	105.2955	0.887013	105.9996	0.9272727	108.4326	0.8935065	120.7681	0.7051948	91.32308	0.9220779	121.4874	0.6584415	93.3227	0.9714286	89.043	0.9558442	95.59055	0.9701298	96.91854	0.9090909	98.86149	0.8285714	91.51277	0.951948	106.2058	0.7844156	97.97675	0.7857143	88.94634	0.9454545	106.5853	0.8181818	95.99289	0.9285714	68.83511	0.9974026	113.5602	0.5051948	83.62648	0.7480519	93.03569	0.9701298	100.6211	0.5506493	88.80325	0.8818182	102.9902	0.7207792	91.33002	0.8766234	99.77794	0.8922078	108.7289	0.5987013	94.61607	0.8415585	92.96347	0.6363636
NEGATIVE	430121	111.6304	0.03376623	126.0771	0.03116883	151.5217	0.009090909	181.0188	0.01298701	150.0164	0.02207792	164.439	0.01038961	135.9415	0.01558442	134.4917	0.1324675	145.7139	0.01818182	138.5111	0.07142857	158.7745	0.04025974	115.8214	0.01948052	173.2173	0.02987013	175.4042	0.01948052	169.5204	0.03506494	151.4113	0.01688312	172.2419	0.01298701	169.8321	0.009090909	167.2941	0.01948052	165.0596	0.01038961	168.3273	0.01558442	150.5951	0.06363636	181.7791	0.003896104	124.9434	0.07272727	171.2147	0.006493506	139.3054	0.06753246	132.3819	0.02727273	139.4578	0.05844156	133.1972	0.08051948	135.6609	0.03116883	130.2902	0.05324675	149.1221	0.01558442	154.5526	0.002597403	109.5831	0.4025974	153.9133	0.01168831	130.6868	0.1337662	103.4627	0.07272727	128.1469	0.1298701	127.1383	0.002597403	124.3184	0.1896104	125.3172	0.02597403	132.5657	0.007792208	148.2794	0.006493506	126.0886	0.02987013	124.7625	0.1961039	140.5343	0.02467532	134.8984	0.007792208	116.2918	0.04155844
NEGATIVE	430167	91.4077	0.5454546	107.9628	0.2805195	120.825	0.3285714	162.5268	0.04285714	129.3759	0.1831169	121.6846	0.6116883	115.7258	0.1831169	112.4967	0.6142857	111.0913	0.6064935	130.2093	0.1584416	118.5266	0.6831169	106.8275	0.1337662	135.8925	0.5285714	138.2938	0.4987013	129.5089	0.651948	111.2113	0.7376623	132.0062	0.4948052	135.8011	0.2636364	132.9544	0.4662338	137.8391	0.1324675	121.1221	0.6675324	135.0522	0.3168831	118.0852	0.7636364	101.0711	0.6909091	137.6371	0.2454545	129.8239	0.1688312	112.807	0.3558442	114.161	0.6207792	106.7867	0.7064935	124.2441	0.1558442	112.1128	0.4584416	123.8709	0.2792208	106.4206	0.5467532	96.8016	0.7779221	130.9379	0.1974026	105.1782	0.7714286	100.7333	0.1311688	124.8185	0.2090909	91.23149	0.4324675	118.762	0.3194805	104.2268	0.4	111.8849	0.1272727	99.51997	0.8207792	105.2946	0.4090909	113.9969	0.5142857	114.6414	0.3818182	105.3465	0.451948	98.59959	0.4064935
NEGATIVE	430360	92.79929	0.4896104	110.7514	0.2064935	107.8719	0.6779221	131.1226	0.5415584	116.5681	0.4675325	124.0091	0.5376623	94.90289	0.7649351	115.0537	0.5454546	127.6745	0.1558442	109.0509	0.6714286	124.4572	0.5662338	105.8269	0.1506494	137.6476	0.4753247	141.5504	0.4142857	128.3128	0.6714286	112.0426	0.7207792	160.6261	0.03636364	129.3296	0.4337662	119.7011	0.7584416	117.9785	0.6168831	135.5367	0.312987	129.7526	0.4636364	139.2853	0.2766234	100.2827	0.7194805	128.4772	0.474026	109.316	0.7116883	103.9832	0.6311688	132.5764	0.1532468	113.8785	0.5142857	101.5715	0.7675325	103.6367	0.7025974	121.2606	0.3506494	94.47742	0.8545455	115.0668	0.2298701	139.1601	0.07532468	116.451	0.4818182	83.41293	0.725974	115.4394	0.4610389	85.02696	0.7	107.7437	0.6922078	104.8682	0.3753247	93.12036	0.7415584	113.5871	0.3987013	95.33389	0.7623377	105.5555	0.7649351	113.514	0.4181818	106.9329	0.3883117	98.50526	0.4142857
NEGATIVE	430475	102.2479	0.1688312	120.0251	0.06623377	114.154	0.5220779	136.1589	0.4116883	146.4372	0.03636364	140.006	0.1662338	113.1143	0.2493507	123.5182	0.3337662	116.6644	0.438961	132.0551	0.125974	154.5757	0.05454545	97.91018	0.3961039	171.4204	0.03506494	159.9515	0.0948052	189.0577	0.002597403	127.7828	0.3064935	146.8036	0.1428571	146.7604	0.08051948	152.193	0.08051948	137.5522	0.1402597	143.0061	0.1649351	165.3304	0.01168831	132.8856	0.4207792	114.5617	0.2376623	134.6927	0.3064935	123.4244	0.3363636	118.6523	0.2012987	125.5397	0.2831169	131.6812	0.08701298	113.7932	0.4441558	131.5764	0.04285714	107.8185	0.7415584	120.9851	0.1103896	104.1881	0.5805195	115.3187	0.6025974	126.6283	0.1948052	102.8794	0.08441558	124.2858	0.2246753	77.57801	0.9350649	129.2562	0.1038961	105.5949	0.3571429	113.882	0.1064935	114.2045	0.3766234	126.2492	0.02597403	121.3203	0.2714286	126.8932	0.1064935	100.447	0.635065	95.85484	0.5441558
NEGATIVE	430706	107.0954	0.07272727	109.4374	0.2363636	126.1984	0.2038961	149.3896	0.1532468	134.5737	0.1064935	152.9477	0.04545455	134.1776	0.01948052	117.7865	0.4896104	133.5626	0.07922078	120.9949	0.3571429	150.1997	0.08441558	99.43549	0.3285714	162.077	0.07402597	163.0376	0.05974026	162.6204	0.05454545	136.0694	0.125974	149.0038	0.112987	147.3874	0.07532468	151.7078	0.09090909	149.0069	0.05194805	138.328	0.2558441	146.1884	0.1090909	150.3453	0.09740259	125.1163	0.07012987	144.5776	0.1298701	139.5217	0.06493507	122.2094	0.1376623	145.9229	0.02727273	121.5724	0.2935065	106.7309	0.6428571	121.2956	0.1857143	119.6445	0.4090909	128.7761	0.02987013	127.0463	0.04675325	147.9363	0.02467532	122.7872	0.2948052	91.45884	0.3714286	121.3033	0.2922078	98.50639	0.1779221	122.4108	0.2285714	108.4974	0.2584416	120.9036	0.03896104	125.358	0.1285714	106.8955	0.3415585	118.9572	0.338961	141.7205	0.02077922	103.8985	0.512987	96.03402	0.5337662
NEGATIVE	450215	82.47611	0.8181818	83.89034	0.938961	88.61369	0.9935065	120.7505	0.761039	86.34014	0.9909091	97.89733	0.974026	84.19669	0.9467533	97.49689	0.9077922	88.72295	0.9766234	83.55366	0.9974026	102.6863	0.925974	75.75464	0.9688312	113.4344	0.925974	134.8006	0.5974026	113.9504	0.9	102.5135	0.9012987	115.4391	0.8168831	107.7935	0.8883117	112.7211	0.8779221	110.3989	0.7688312	102.0274	0.9675325	102.9298	0.9545454	106.0848	0.9441559	86.52027	0.9714286	119.2537	0.7	103.1583	0.8402597	97.36032	0.8051948	94.59277	0.9766234	93.72906	0.9558442	88.80471	0.9857143	91.54239	0.9506493	105.0401	0.8155844	94.09488	0.861039	83.18839	0.9935065	103.436	0.8688312	92.74125	0.9714286	78.51456	0.8779221	105.9422	0.7506493	83.53879	0.7519481	109.2696	0.6415585	88.46141	0.9298701	78.41997	0.9961039	93.90918	0.9428571	93.99744	0.8064935	98.82787	0.9077922	93.51091	0.9532468	90.82188	0.925974	87.94482	0.8077922
NEGATIVE	450600	94.47182	0.412987	97.56795	0.6467533	131.5562	0.1155844	137.2713	0.3688312	123.5459	0.2974026	132.5161	0.325974	107.4281	0.3896104	122.8856	0.3480519	113.1577	0.5389611	118.9839	0.4181818	145.6102	0.1298701	90.78273	0.638961	141.4095	0.3766234	142.8882	0.3792208	147.8947	0.1948052	126.8046	0.3324675	136.8549	0.361039	128.9233	0.4467532	123.8714	0.6623377	144.3111	0.07142857	118.7515	0.7181818	135.5962	0.3077922	131.6703	0.4558442	97.85152	0.7779221	138.5358	0.2272727	117.2865	0.5116883	104.3668	0.6194805	117.6924	0.5116883	121.6319	0.2922078	116.3841	0.3454545	100.1576	0.7857143	107.154	0.7649351	104.6069	0.6155844	118.4358	0.1584416	123.7747	0.3805195	114.8024	0.5272727	103.0177	0.08311688	125.2893	0.1948052	99.46642	0.1558442	160.1983	0.009090909	112.7067	0.1597403	105.4036	0.2688312	110.6428	0.4818182	105.2722	0.4116883	118.2143	0.3688312	109.0829	0.5857143	101.5707	0.5948052	98.66132	0.4
NEGATIVE	460349	93.22855	0.4623377	110.6493	0.2090909	94.09222	0.9402598	117.5384	0.8051948	108.4039	0.6805195	116.5317	0.7142857	90.19028	0.864935	97.12294	0.9116883	112.2218	0.5636364	101.0426	0.8350649	122.1463	0.6233766	85.4654	0.7779221	119.9784	0.851948	120.5812	0.8415585	113.2337	0.9194805	133.6066	0.1792208	126.7401	0.6285715	105.2282	0.9298701	117.4869	0.8090909	111.6843	0.7402598	111.4113	0.8454546	115.6053	0.7896104	117.3597	0.7753247	106.8995	0.4974026	119.2567	0.6987013	111.5741	0.6532468	93.65289	0.8766234	111.7221	0.6805195	112.4997	0.5597402	92.23774	0.9571428	105.6422	0.6545454	107.7273	0.7441558	96.95421	0.8038961	90.28321	0.9220779	107.5344	0.7922078	101.9462	0.8428571	84.86034	0.6636364	97.00076	0.9363636	82.42233	0.7961039	102.0101	0.8441558	94.27634	0.8116883	94.117	0.7025974	86.53432	0.9948052	98.32377	0.6571429	96.3566	0.9532468	99.96149	0.8337662	96.49445	0.7831169	86.50164	0.8467532
NEGATIVE	460551	83.06316	0.8025974	75.02176	0.9987013	95.77966	0.9142857	111.2344	0.8805195	94.79351	0.9181818	101.6065	0.9493507	82.6231	0.9675325	84.55745	0.9935065	102.83	0.7896104	97.16649	0.8909091	88.29987	0.9987013	77.25433	0.951948	131.0428	0.6506494	113.7446	0.9415584	112.3124	0.9285714	101.1922	0.9246753	105.6247	0.9597403	106.8353	0.9090909	100.8976	0.9857143	99.25055	0.9662338	99.21438	0.9844156	99.15702	0.9844156	116.9161	0.7831169	80.87814	0.9974026	103.61	0.951948	91.69897	0.987013	89.73322	0.9454545	96.66933	0.9584416	98.54946	0.8766234	97.54932	0.8558441	92.98525	0.9311689	92.93449	0.9831169	84.97528	0.9883117	80.54098	0.9974026	101.964	0.8896104	95.09964	0.938961	76.68991	0.9246753	92.24155	0.9818182	79.84887	0.8779221	100.5167	0.8701299	92.56163	0.8571429	83.05911	0.9623377	91.85874	0.9584416	90.76257	0.8896104	98.49194	0.9181818	93.64838	0.9506493	87.16702	0.9753247	78.35001	0.9857143
NEGATIVE	510367	99.69605	0.225974	120.4597	0.06103896	109.0251	0.6558442	139.8764	0.3103896	119.7642	0.3844156	132.7281	0.312987	109.3705	0.3402597	112.2348	0.6246753	127.3314	0.1675325	122.1349	0.3324675	147.3932	0.1090909	99.33546	0.3363636	142.5601	0.3519481	136.7585	0.5363637	139.9796	0.3831169	132.0199	0.212987	141.3707	0.2415584	138.4269	0.2051948	122.2301	0.6961039	135.434	0.1662338	113.9682	0.8064935	137.1652	0.2558441	133.8713	0.3844156	127.7766	0.05324675	130.0659	0.4285714	111.5905	0.6506494	103.0333	0.6636364	121.6677	0.3701299	123.6694	0.2402597	119.9268	0.2376623	124.3658	0.1272727	127.5163	0.1909091	101.9751	0.6896104	119.9954	0.1337662	134.3649	0.1285714	112.7666	0.5805195	100.2404	0.1480519	109.599	0.6376624	85.98318	0.651948	124.4169	0.187013	117.4141	0.09350649	93.8585	0.7103896	118.4803	0.2532468	107.4446	0.3233766	107.9387	0.7	128.2449	0.0961039	104.086	0.5012987	102.1409	0.2857143
NEGATIVE	510414	79.30386	0.8935065	89.34754	0.8441558	105.5127	0.738961	113.6551	0.8636364	91.40045	0.9623377	108.2817	0.8623376	93.34966	0.8038961	98.31319	0.8961039	90.70333	0.9649351	104.2778	0.7805195	114.3662	0.7688312	84.80024	0.7922078	127.6625	0.712987	115.6203	0.9155844	123.9906	0.7545455	98.72778	0.9545454	113.4616	0.848052	99.96017	0.9779221	122.8006	0.687013	115.5198	0.6688312	113.1274	0.8207792	105.0901	0.9298701	118.5898	0.7493507	96.76199	0.8155844	112.8017	0.8194805	109.257	0.7155844	102.2276	0.6935065	108.3425	0.7584416	107.1826	0.6974026	88.35351	0.9883117	94.51465	0.9077922	96.2827	0.9454545	95.88163	0.825974	99.03953	0.7363636	95.46689	0.974026	103.4657	0.8142857	94.12128	0.287013	102.1626	0.8454546	78.41332	0.9090909	100.5017	0.8727273	98.75417	0.6324675	85.26164	0.9324675	103.2242	0.7103896	96.75835	0.7116883	97.83017	0.9311689	98.61819	0.8675325	94.99794	0.8285714	95.66526	0.5558441
NEGATIVE	510538	91.12618	0.5623376	99.58666	0.5584416	114.6375	0.5064935	139.6059	0.3168831	112.3771	0.5948052	117.7924	0.6987013	111.4401	0.2883117	126.3081	0.2675325	116.5258	0.4467532	123.7856	0.287013	156.8863	0.04935065	95.81338	0.4662338	133.3958	0.5896104	140.7451	0.4337662	138.862	0.4012987	122.0139	0.4688312	132.9922	0.4714286	136.5231	0.2402597	131.2633	0.5155844	116.3681	0.6623377	139.4094	0.2337662	132.3774	0.3883117	134.875	0.3584416	102.8151	0.6402597	130.8479	0.4103896	124.175	0.3194805	112.8221	0.3545454	111.3503	0.687013	111.0881	0.6012987	119.9386	0.2363636	113.69	0.3974026	128.7085	0.1571429	122.0401	0.08961039	110.0507	0.3935065	132.2181	0.1688312	110.7956	0.6376624	91.09904	0.3857143	106.8321	0.725974	91.15788	0.4376623	111.4594	0.5623376	105.6505	0.3545454	100.8389	0.4298701	109.5872	0.5220779	112.0632	0.1948052	117.6029	0.3896104	110.7998	0.5103896	127.183	0.02987013	99.39121	0.3779221
NEGATIVE	510592	79.36687	0.8922078	107.1465	0.3142857	105.1047	0.7519481	138.2557	0.3506494	114.5172	0.525974	123.4033	0.5636364	106.1155	0.4233766	107.2728	0.7454545	106.7369	0.7207792	112.3325	0.5922078	114.074	0.774026	112.3215	0.05324675	134.0446	0.5753247	135.704	0.5662338	117.9848	0.8441558	121.5214	0.4896104	134.0871	0.4337662	127.2705	0.4896104	135.8284	0.4012987	109.0254	0.8103896	127.0204	0.5272727	133.7297	0.3519481	126.6045	0.5831169	108.5352	0.4363636	136.4825	0.2688312	112.0437	0.6363636	99.29492	0.7532467	121.3022	0.3883117	113.9404	0.512987	100.5455	0.7974026	104.1983	0.6948052	102.4554	0.8545455	93.14957	0.8779221	97.42408	0.7688312	106.8054	0.812987	108.3494	0.7064935	91.64838	0.3636364	123.0432	0.2519481	94.00845	0.3025974	104.6722	0.7896104	98.77402	0.6298701	92.81615	0.7558442	113.0313	0.4103896	112.0096	0.1987013	105.806	0.7597402	107.0104	0.6545454	103.9126	0.5103896	80.67345	0.9623377
NEGATIVE	520026	93.85767	0.4441558	94.93004	0.7077922	127.9165	0.1831169	164.6149	0.03246753	132.7568	0.1324675	141.9946	0.1467533	141.6213	0.01168831	139.4118	0.07662338	118.212	0.3883117	120.8495	0.3649351	129.5817	0.4493507	93.57711	0.5428572	154.6278	0.1441558	154.4981	0.1467533	138.2434	0.4220779	140.5282	0.07402597	140.9312	0.2545455	136.8127	0.2350649	165.1247	0.02597403	122.8722	0.474026	142.0572	0.1753247	132.4542	0.3857143	135.6032	0.338961	131.1911	0.03116883	153.0012	0.05974026	143.4152	0.03636364	132.0689	0.03116883	112.7004	0.6558442	137.9551	0.04415584	119.3781	0.2571429	122.5752	0.1532468	124.8224	0.2532468	115.1325	0.2324675	105.9774	0.5181818	122.1001	0.4142857	119.2704	0.3883117	97.90716	0.187013	117.34	0.4090909	101.298	0.1142857	114.4912	0.4688312	123.9082	0.02857143	115.5829	0.08571429	135.07	0.04675325	109.1116	0.2649351	128.8753	0.1116883	137.344	0.03636364	98.58957	0.7181818	106.2846	0.1779221
NEGATIVE	520411	111.8489	0.03246753	90.02018	0.8233766	111.8186	0.5779221	142.7301	0.2519481	119.2588	0.3974026	125.6824	0.4935065	109.0503	0.3454545	119.8532	0.4298701	128.3457	0.1467533	122.594	0.3194805	119.228	0.6727273	93.05121	0.5623376	138.0637	0.4636364	135.8667	0.5584416	128.7479	0.6623377	118.6569	0.5545455	130.2076	0.5415584	133.066	0.3376623	138.4316	0.3311688	138.0266	0.1311688	149.0155	0.09350649	134.4466	0.3363636	124.392	0.6311688	124.6243	0.07532468	135.7565	0.2831169	129.4181	0.1714286	106.5192	0.561039	115.5647	0.5727273	126.079	0.1805195	121.1256	0.2025974	136.9808	0.01818182	115.1859	0.5441558	104.8433	0.6116883	110.8808	0.3623376	114.8056	0.6220779	112.9464	0.5753247	102.805	0.08571429	119.9004	0.3428572	101.8536	0.1051948	116.2746	0.3974026	111.441	0.1883117	106.9673	0.2233766	117.2283	0.2805195	101.3128	0.5506493	119.957	0.3116883	115.4186	0.3506494	137.7644	0.003896104	94.79166	0.5831169
NEGATIVE	540128	96.00568	0.3467532	92.56605	0.7597402	110.9351	0.6051948	134.479	0.4558442	108.1643	0.6883117	122.7583	0.5779221	102.527	0.5454546	110.8033	0.6571429	103.5461	0.7818182	112.986	0.5818182	130.7495	0.4142857	99.47147	0.325974	137.6043	0.4779221	147.823	0.2571429	135.4371	0.487013	118.4934	0.561039	121.6878	0.7220779	117.0857	0.7428572	128.297	0.5909091	121.1394	0.5207792	122.5867	0.6337662	123.2854	0.6233766	118.0516	0.7649351	106.0803	0.5337662	121.8313	0.6454545	110.9836	0.674026	113.6545	0.3246753	115.8432	0.5662338	113.2951	0.5337662	120.105	0.2285714	105.4278	0.6649351	116.9294	0.4909091	104.2439	0.625974	101.3042	0.6766234	109.0281	0.7597402	98.83645	0.8909091	91.77778	0.3584416	108.0749	0.6883117	119.8167	0.006493506	113.4384	0.5012987	101.3925	0.525974	88.75522	0.8831169	98.93233	0.8324676	93.79104	0.812987	119.8717	0.3168831	102.3809	0.7688312	101.3083	0.6090909	98.97599	0.3922078
NEGATIVE	540445	89.88179	0.6012987	109.3424	0.2415584	106.3718	0.7103896	150.184	0.1441558	133.4989	0.125974	122.2866	0.5922078	103.5426	0.5103896	142.2603	0.06103896	121.7815	0.2766234	114.5242	0.5402597	140.1042	0.2025974	103.0124	0.2181818	140.3722	0.4103896	144.2953	0.3480519	161.0233	0.06103896	134.1005	0.1701299	130.2546	0.5376623	121.7191	0.625974	129.9902	0.548052	123.1617	0.4649351	152.3665	0.06623377	146.2337	0.1077922	128.827	0.5168831	116.5238	0.1961039	129.8948	0.4337662	121.0169	0.4142857	113.6568	0.3233766	120.8526	0.4090909	127.6643	0.1454545	119.8074	0.2428571	115.4072	0.3402597	121.7208	0.3350649	100.4063	0.7298701	120.7502	0.1181818	120.1211	0.4662338	132.8404	0.1	97.1158	0.2103896	103.3513	0.8207792	92.06692	0.3922078	117.9571	0.3441558	111.8507	0.174026	100.4571	0.4532467	120.8607	0.2038961	107.7968	0.3155844	112.6985	0.5493507	107.2554	0.648052	109.1405	0.3194805	98.13728	0.4233766
NEGATIVE	540470	83.09853	0.8	106.0929	0.3506494	106.7799	0.7038961	115.9736	0.825974	123.0926	0.3064935	122.2308	0.5974026	94.30595	0.7805195	112.6603	0.6116883	122.9435	0.2545455	115.3168	0.5220779	121.8635	0.6324675	91.7623	0.5974026	118.7191	0.8623376	128.2892	0.7207792	124.345	0.7480519	124.984	0.3766234	121.9984	0.7168831	126.2239	0.5168831	135.7325	0.4051948	104.6175	0.9051948	133.2431	0.3753247	117.9033	0.7363636	120.5663	0.7103896	106.4255	0.5207792	133.7481	0.3246753	114.7209	0.5753247	104.8265	0.6077922	113.781	0.6272727	119.1394	0.361039	103.1716	0.7272727	106.4921	0.6376624	93.26222	0.9766234	105.9706	0.5636364	98.41875	0.7493507	119.9302	0.4701299	109.4639	0.6675324	94.04388	0.2883117	110.7643	0.5909091	94.84982	0.2753247	102.9572	0.8272727	101.5487	0.512987	104.2016	0.3207792	102.3912	0.7402598	94.0149	0.8051948	115.3079	0.4714286	110.9228	0.5025974	101.7904	0.5818182	96.78208	0.487013
NEGATIVE	580341	71.95612	0.9909091	87.33958	0.8792208	89.59904	0.9831169	103.9645	0.9610389	93.54482	0.9402598	92.84918	0.9961039	87.40851	0.9051948	82.54178	0.9974026	80.78303	0.9987013	83.02091	0.9987013	98.31368	0.9727273	74.0883	0.9818182	110.0022	0.9649351	116.1005	0.9051948	115.1401	0.8831169	107.0851	0.8064935	108.4208	0.9220779	102.1391	0.9597403	105.929	0.9532468	93.31496	0.9948052	103.507	0.9506493	105.091	0.9285714	96.99892	0.9935065	96.03493	0.8337662	113.6024	0.8	98.02261	0.9155844	98.50648	0.7701299	109.6903	0.7246753	93.99834	0.951948	92.37306	0.9558442	88.19105	0.9844156	100.1576	0.8909091	90.32791	0.9298701	90.46208	0.9194805	102.0681	0.887013	93.00909	0.9662338	76.99916	0.9168831	95.54351	0.9532468	77.88622	0.9272727	101.5268	0.851948	83.29189	0.9857143	82.13678	0.9727273	91.17811	0.9688312	89.14144	0.9168831	94.96075	0.9714286	98.73377	0.8636364	96.92668	0.7753247	78.23323	0.9883117
NEGATIVE	580379	82.29742	0.8285714	91.4749	0.7922078	112.276	0.5649351	115.7123	0.8298701	111.8192	0.6064935	118.5328	0.6753247	102.6285	0.5415584	113.8152	0.5818182	97.01143	0.8818182	107.1746	0.7194805	109.6649	0.8350649	83.83559	0.825974	141.9846	0.3649351	124.7622	0.774026	138.8032	0.4051948	112.4888	0.7038961	136.0709	0.3753247	142.4905	0.1285714	119.4977	0.761039	119.6102	0.5727273	113.5791	0.812987	120.2224	0.6844156	132.9775	0.4142857	103.0151	0.6298701	131.9446	0.3831169	111.0689	0.6701299	122.9208	0.1285714	109.8091	0.7168831	96.15172	0.9168831	107.2987	0.6207792	102.3402	0.738961	116.0441	0.5168831	100.5122	0.725974	103.3217	0.6038961	109.0023	0.761039	113.7279	0.5545455	70.35218	0.9922078	107.3854	0.7077922	89.82384	0.4974026	104.7092	0.787013	93.0493	0.8454546	104.6495	0.3051948	96.97083	0.874026	108.3704	0.2909091	97.85457	0.9272727	108.9735	0.5909091	106.857	0.3896104	94.09831	0.6025974
