TargetID	ProbeID	HSS 106.AVG_Signal	HSS 106.Detection Pval	HSS 107.AVG_Signal	HSS 107.Detection Pval	HSS 108.AVG_Signal	HSS 108.Detection Pval	HSS 109.AVG_Signal	HSS 109.Detection Pval	HSS 110.AVG_Signal	HSS 110.Detection Pval	HSS 111.AVG_Signal	HSS 111.Detection Pval	HSS 112.AVG_Signal	HSS 112.Detection Pval	HSS 113.AVG_Signal	HSS 113.Detection Pval	HSS 114.AVG_Signal	HSS 114.Detection Pval	HSS 115.AVG_Signal	HSS 115.Detection Pval	HSS 116.AVG_Signal	HSS 116.Detection Pval	HSS 117.AVG_Signal	HSS 117.Detection Pval	HSS 118.AVG_Signal	HSS 118.Detection Pval	HSS 119.AVG_Signal	HSS 119.Detection Pval	HSS 120.AVG_Signal	HSS 120.Detection Pval	HSS 121.AVG_Signal	HSS 121.Detection Pval	HSS 122.AVG_Signal	HSS 122.Detection Pval	HSS 123.AVG_Signal	HSS 123.Detection Pval	HSS 125.AVG_Signal	HSS 125.Detection Pval	HSS 126.AVG_Signal	HSS 126.Detection Pval	HSS 127.AVG_Signal	HSS 127.Detection Pval	HSS 128.AVG_Signal	HSS 128.Detection Pval	HSS 129.AVG_Signal	HSS 129.Detection Pval	HSS 131.AVG_Signal	HSS 131.Detection Pval	HSS 132.AVG_Signal	HSS 132.Detection Pval	HSS 133.AVG_Signal	HSS 133.Detection Pval	HSS 134.AVG_Signal	HSS 134.Detection Pval	HSS 135.AVG_Signal	HSS 135.Detection Pval	HSS 136.AVG_Signal	HSS 136.Detection Pval	HSS 137.AVG_Signal	HSS 137.Detection Pval	HSS 138.AVG_Signal	HSS 138.Detection Pval	HSS 139.AVG_Signal	HSS 139.Detection Pval	HSS 140.AVG_Signal	HSS 140.Detection Pval	HSS 141.AVG_Signal	HSS 141.Detection Pval	HSS 142.AVG_Signal	HSS 142.Detection Pval	HSS 143.AVG_Signal	HSS 143.Detection Pval	HSS 144.AVG_Signal	HSS 144.Detection Pval	HSS 145.AVG_Signal	HSS 145.Detection Pval	HSS 146.AVG_Signal	HSS 146.Detection Pval	HSS 147.AVG_Signal	HSS 147.Detection Pval	HSS 148.AVG_Signal	HSS 148.Detection Pval	HSS 149.AVG_Signal	HSS 149.Detection Pval	HSS 150.AVG_Signal	HSS 150.Detection Pval	HSS 151.AVG_Signal	HSS 151.Detection Pval	HSS 152.AVG_Signal	HSS 152.Detection Pval	HSS 153.AVG_Signal	HSS 153.Detection Pval	HSS 154.AVG_Signal	HSS 154.Detection Pval	HSS 155.AVG_Signal	HSS 155.Detection Pval
NEGATIVE	2490286	108.7112	0.05584415	107.9187	0.2844156	121.3903	0.3155844	120.9818	0.7545455	107.4956	0.7038961	132.2134	0.3402597	101.452	0.5896104	109.5685	0.6935065	115.0771	0.4896104	119.5375	0.3987013	147.3151	0.1103896	84.1554	0.8116883	135.3152	0.5350649	139.092	0.4766234	116.3233	0.8688312	119.7904	0.525974	139.3764	0.2987013	124.2249	0.5662338	127.4797	0.6103896	122.0675	0.4961039	130.7984	0.4454545	125.7753	0.5623376	126.0056	0.5935065	108.6306	0.4311688	121.2472	0.6636364	126.5243	0.2480519	108.914	0.4935065	108.7942	0.7441558	113.8375	0.5155844	123.8559	0.1636364	112.3827	0.4467532	124.5926	0.261039	104.1971	0.6285715	102.4729	0.635065	125.2408	0.3402597	118.1581	0.4220779	81.55437	0.7974026	130.9907	0.09740259	82.94778	0.7779221	107.0951	0.712987	96.97879	0.6935065	100.4442	0.4571429	118.1693	0.261039	98.42854	0.6532468	99.21839	0.9038961	114.1405	0.3974026	104.4922	0.4844156	80.78226	0.9584416
NEGATIVE	2490575	84.17058	0.7766234	112.2058	0.1831169	118.642	0.3935065	132.4893	0.5168831	114.9232	0.5168831	130.6212	0.3831169	98.44251	0.6753247	126.493	0.2636364	113.5804	0.5220779	108.8273	0.6779221	148.362	0.0961039	98.00369	0.3909091	143.1326	0.3376623	145.7376	0.3025974	137.4442	0.4402598	124.9583	0.3805195	122.3163	0.7116883	126.9807	0.4961039	143.0109	0.2350649	123.7185	0.4493507	126.8146	0.5311688	132.7239	0.3766234	139.8719	0.2649351	114.5488	0.238961	134.174	0.3155844	132.921	0.1168831	129.9394	0.04675325	126.6415	0.2571429	114.7501	0.487013	120.0727	0.2298701	112.2848	0.451948	113.4758	0.5961039	110.1429	0.4116883	107.372	0.4766234	134.1948	0.1311688	115.1119	0.5155844	94.2643	0.2818182	137.0536	0.04415584	81.34492	0.8311688	134.52	0.05844156	104.6828	0.3818182	115.9234	0.07792208	137.5341	0.03116883	93.90794	0.8103896	117.3628	0.3961039	116.2175	0.3207792	95.29353	0.8207792	105.7312	0.1961039
NEGATIVE	2490747	100.6532	0.2051948	96.26964	0.674026	124.4276	0.2519481	143.0939	0.2428571	106.7502	0.7168831	135.0797	0.2545455	106.8419	0.4090909	126.7192	0.2571429	112.1763	0.5662338	123.9015	0.2831169	119.6736	0.6649351	105.399	0.1571429	142.0458	0.3623376	139.0419	0.4792208	145.6471	0.2636364	142.8227	0.05454545	137.1474	0.3493507	140.3474	0.1688312	125.6306	0.6415585	121.1076	0.5220779	135.4341	0.3168831	140.9989	0.174026	146.176	0.1441558	121.6936	0.1064935	138.5622	0.225974	135.6757	0.08571429	100.4002	0.7272727	112.6085	0.6597403	117.6316	0.4077922	119.1162	0.2662338	128.5579	0.07272727	103.5997	0.8337662	123.6406	0.06753246	99.07888	0.7324675	126.6474	0.2844156	125.9707	0.2064935	103.6352	0.06753246	108.6865	0.6688312	85.66345	0.6649351	115.5396	0.4207792	101.8152	0.5025974	99.91332	0.4805195	130.8696	0.06883117	104.6173	0.4363636	109.1369	0.6636364	124.9222	0.1311688	98.12389	0.7311688	116.1079	0.04285714
NEGATIVE	2510170	80.60194	0.8714285	96.38163	0.6727273	88.63908	0.9922078	123.8376	0.7	99.64802	0.848052	106.0495	0.9025974	96.96165	0.7181818	92.94566	0.9623377	98.03527	0.8688312	102.396	0.8077922	107.7189	0.8623376	78.60466	0.9311689	106.6399	0.9831169	123.3158	0.7909091	111.2324	0.9428571	105.0257	0.8454546	112.5841	0.8571429	118.2415	0.7181818	123.2015	0.674026	103.3497	0.9168831	107.8548	0.9012987	105.8571	0.9181818	121.7761	0.6844156	90.85447	0.9285714	101.9117	0.9623377	111.9965	0.638961	93.70922	0.874026	100.4751	0.9038961	100.7726	0.8311688	101.4117	0.7714286	101.6589	0.7571428	102.169	0.861039	110.0309	0.412987	96.94601	0.774026	100.4654	0.9181818	111.7613	0.6103896	87.92037	0.5285714	100.0233	0.8844156	79.49942	0.887013	101.1482	0.8571429	91.43027	0.8805195	92.0974	0.7766234	95.02276	0.9207792	97.91188	0.674026	106.1909	0.7506493	100.6429	0.8194805	90.94867	0.9194805	76.23676	0.9948052
NEGATIVE	2510754	78.2518	0.925974	91.85558	0.7818182	96.68187	0.9038961	119.6465	0.774026	89.54917	0.9831169	102.533	0.938961	85.7617	0.9324675	100.1417	0.8675325	108.517	0.6766234	93.87442	0.9441559	106.6703	0.8766234	84.96318	0.787013	113.1118	0.9324675	113.6924	0.9428571	101.8939	0.9948052	106.9915	0.8077922	118.8302	0.7688312	104.5234	0.9402598	106.5381	0.951948	124.8522	0.4181818	115.1767	0.7883117	107.5333	0.9	102.6241	0.974026	92.4039	0.9012987	108.3944	0.8792208	96.31056	0.9428571	97.75909	0.7922078	97.30731	0.9467533	97.48056	0.8974026	95.74667	0.9	96.11703	0.8727273	98.80138	0.9103896	98.19302	0.7779221	92.03139	0.8935065	104.4574	0.8454546	100.1802	0.8701299	75.54776	0.9415584	97.81736	0.9246753	76.89745	0.9545454	100.6093	0.8675325	86.8787	0.9545454	88.86473	0.8766234	95.86665	0.8974026	105.6935	0.3909091	110.6447	0.6155844	94.56244	0.9376624	99.90717	0.6571429	88.67387	0.774026
NEGATIVE	2570053	92.91547	0.4831169	99.05408	0.5831169	137.1262	0.05194805	136.7263	0.3883117	124.7411	0.2675325	132.6684	0.3168831	108.105	0.3805195	130.8348	0.1753247	120.2376	0.312987	132.5018	0.1233766	128.4001	0.4805195	109.5733	0.08571429	156.0769	0.1246753	193.7961	0.003896104	140.6248	0.3662338	132.6521	0.1987013	163.7281	0.02727273	123.6436	0.5844156	142.6414	0.2415584	135.4921	0.1649351	131.8791	0.4168831	145.0591	0.1324675	133.4939	0.3987013	128.101	0.04935065	157.4806	0.03636364	112.2851	0.6324675	121.3401	0.1532468	135.8802	0.0987013	123.6409	0.2415584	118.5253	0.2896104	128.073	0.07792208	135.5369	0.07922078	92.69759	0.8922078	128.047	0.03766234	136.2669	0.1090909	153.3895	0.01038961	92.36543	0.3415585	122.2522	0.2688312	94.69948	0.2779221	108.8138	0.6623377	117.9711	0.08571429	99.6321	0.4922078	116.1155	0.3155844	110.1328	0.2350649	128.6092	0.1194805	138.5002	0.03376623	116.3523	0.1272727	99.42339	0.3753247
NEGATIVE	2570070	97.46141	0.2974026	118.2348	0.08701298	122.9803	0.2727273	139.443	0.3207792	125.1306	0.2571429	152.5542	0.04675325	108.371	0.3675325	126.2179	0.2714286	115.5622	0.4779221	127.029	0.212987	159.8012	0.03376623	96.25	0.448052	136.0949	0.5194805	156.5373	0.1220779	142.8847	0.3285714	118.451	0.5623376	143.1781	0.2038961	142.1896	0.1337662	147.35	0.1441558	129.2269	0.2896104	162.6446	0.02207792	126.9028	0.5350649	137.9959	0.2961039	107.13	0.4844156	142.4293	0.161039	118.7989	0.4662338	112.3421	0.3649351	108.9378	0.7415584	117.7666	0.4025974	119.0033	0.2688312	123.2013	0.1363636	111.5557	0.6597403	121.2345	0.1	112.4289	0.2922078	123.1181	0.3987013	125.5259	0.2181818	89.07809	0.4805195	124.8942	0.2064935	102.0506	0.1	130.8632	0.08571429	101.007	0.5376623	100.2424	0.4701299	117.2476	0.2792208	109.3803	0.2532468	124.8384	0.1896104	126.8793	0.1077922	117.2874	0.1051948	103.2195	0.2545455
NEGATIVE	2600112	103.7309	0.1337662	102.9714	0.448052	131.5267	0.1168831	145.8461	0.1896104	119.2214	0.3987013	122.7549	0.5792208	107.1557	0.3974026	118.6325	0.4610389	128.5838	0.1428571	112.1252	0.5948052	140.0522	0.2051948	98.80047	0.3519481	154.7604	0.1415584	147.6772	0.2597403	154.7561	0.1012987	129.7109	0.2532468	146.9875	0.1363636	140.1812	0.174026	149.0901	0.1155844	128.0681	0.3233766	137.8727	0.2675325	136.2627	0.2792208	152.0809	0.08051948	118.5183	0.1597403	136.1153	0.2753247	122.7074	0.3636364	134.4643	0.02597403	139.1111	0.06363636	131.0383	0.0948052	136.9464	0.02597403	124.6242	0.125974	123.8531	0.2805195	106.7813	0.5298702	120.952	0.1142857	138.3711	0.08181818	141.5038	0.03506494	98.42396	0.1753247	126.7271	0.161039	97.68938	0.2	131.5315	0.08051948	121.7808	0.04415584	99.28929	0.5090909	119.36	0.2337662	110.6546	0.2207792	131.6274	0.08961039	126.0002	0.1155844	116.6921	0.1168831	105.8417	0.1935065
NEGATIVE	2600370	88.04723	0.6584415	116.8582	0.1012987	102.3976	0.8064935	139.7964	0.3142857	108.7531	0.6701299	115.3486	0.7493507	95.95719	0.7441558	98.60201	0.8896104	130.9993	0.1051948	104.8098	0.7688312	124.756	0.5584416	91.73635	0.5987013	153.1808	0.1714286	138.9409	0.4831169	137.2099	0.4454545	132.1489	0.2090909	123.9535	0.6805195	142.7004	0.1233766	126.377	0.6311688	126.7656	0.3558442	124.1538	0.5948052	136.5497	0.2714286	140.1476	0.2545455	114.2186	0.2506494	126.1498	0.5298702	148.0006	0.01948052	107.7872	0.525974	119.7813	0.4493507	111.694	0.5857143	105.8237	0.6727273	99.30566	0.8051948	114.3597	0.5727273	103.4604	0.6493506	92.05397	0.8909091	122.3147	0.4116883	116.0897	0.4948052	87.87487	0.5337662	101.6942	0.8584415	96.66988	0.2350649	106.3508	0.7454545	108.2899	0.2649351	94.93683	0.6688312	116.3549	0.3064935	96.46558	0.7207792	111.1731	0.5961039	110.4744	0.5233766	104.7152	0.4766234	96.43546	0.5077922
NEGATIVE	2630750	90.50198	0.5844156	117.3415	0.0961039	120.8144	0.3298701	125.9672	0.651948	123.5288	0.2987013	122.6651	0.5805195	111.3145	0.2922078	113.9726	0.5727273	125.9913	0.1922078	118.9445	0.4194805	139.1456	0.2272727	99.27924	0.338961	132.1609	0.6298701	150.4649	0.2077922	143.4554	0.3142857	138.3294	0.1051948	135.6954	0.3883117	117.7391	0.7285714	137.8416	0.3532467	121.4999	0.512987	122.7791	0.6246753	129.8189	0.4610389	120.5966	0.7077922	112.3188	0.3051948	150.4527	0.07662338	114.9262	0.5714286	110.7412	0.4272727	122.9177	0.3428572	120.2419	0.3285714	115.2546	0.387013	105.8693	0.648052	119.3716	0.4168831	108.203	0.4896104	109.7302	0.3987013	131.7216	0.1818182	121.5941	0.3233766	90.27843	0.4272727	106.1908	0.7454545	101.2053	0.1168831	106.567	0.738961	97.09735	0.6896104	101.4554	0.4051948	103.4067	0.7051948	109.307	0.2584416	108.3348	0.6844156	126.3009	0.112987	108.0939	0.3454545	98.04197	0.4298701
NEGATIVE	2640021	114.7658	0.01558442	98.28535	0.6220779	125.9093	0.2168831	139.233	0.3246753	140.8404	0.05844156	134.4266	0.274026	120.0635	0.1142857	146.8807	0.03896104	128.221	0.1493506	143.6005	0.03376623	141.9936	0.174026	102.2601	0.2376623	146.1447	0.2831169	166.9003	0.04675325	158.1212	0.07922078	136.8125	0.1207792	142.3365	0.2207792	136.8295	0.2337662	135.5884	0.4077922	131.0428	0.2558441	127.7735	0.5064935	145.1124	0.1285714	134.6296	0.3662338	108.8988	0.4233766	166.8952	0.01168831	126.4927	0.2493507	118.8951	0.1987013	148.0958	0.01948052	125.9729	0.1818182	110.8899	0.5337662	122.9469	0.1441558	143.726	0.02987013	128.1205	0.03896104	138.1682	0.002597403	143.4872	0.04285714	127.4036	0.1805195	99.0479	0.1649351	119.339	0.3584416	95.07296	0.2688312	123.033	0.2207792	117.305	0.0961039	121.9247	0.03246753	125.442	0.1272727	108.9465	0.2727273	134.1206	0.05974026	132.7149	0.05714286	116.4784	0.1207792	109.4416	0.1103896
NEGATIVE	2650397	83.19296	0.7987013	86.08401	0.9038961	93.27027	0.9467533	120.9057	0.7558442	110.6983	0.6337662	109.16	0.848052	96.01367	0.7415584	113.217	0.6	116.3682	0.4532467	108.2617	0.6922078	119.3414	0.6714286	85.4982	0.7753247	136.6792	0.5038961	112.9851	0.9545454	138.1421	0.425974	102.3943	0.9064935	118.7271	0.7701299	106.8535	0.9077922	116.9636	0.8220779	109.2256	0.8090909	125.7779	0.5532467	118.9729	0.7116883	106.7006	0.938961	97.2407	0.8	109.935	0.8545455	121.7439	0.3948052	102.733	0.674026	108.5863	0.7519481	107.3285	0.6922078	110.0279	0.5636364	106.5384	0.6363636	128.6057	0.1623377	98.23444	0.7766234	100.3134	0.7025974	117.1446	0.5493507	116.7946	0.4714286	92.67867	0.3298701	113.1956	0.5155844	88.94934	0.5311688	98.78538	0.9	95.81316	0.7493507	106.6202	0.2311688	105.9461	0.6363636	117.3342	0.1064935	117.3364	0.3987013	117.5128	0.2948052	98.46184	0.7220779	87.76331	0.812987
NEGATIVE	2650563	102.0046	0.174026	131.8429	0.01428571	121.9413	0.2987013	177.2383	0.01558442	142.7458	0.05064935	142.4863	0.1376623	119.2746	0.1298701	134.577	0.1311688	118.9755	0.3597403	130.2489	0.1571429	163.8875	0.01558442	99.62324	0.3181818	175.0803	0.02467532	166.6674	0.04805195	143.3484	0.3181818	128.4383	0.2896104	146.6543	0.1480519	154.143	0.03116883	146.3713	0.1623377	150.8589	0.04025974	146.5076	0.1220779	131.1469	0.4168831	131.7419	0.4532467	121.4436	0.1155844	154.516	0.05064935	146.9461	0.02077922	117.9776	0.2233766	150.0361	0.01298701	148.9213	0.01168831	147.1057	0.005194805	129.9541	0.05844156	124.6792	0.2584416	129.4108	0.02727273	126.9673	0.04805195	128.4829	0.2415584	125.7886	0.2116883	86.46721	0.6012987	117.6545	0.3974026	113.4298	0.01168831	136.1266	0.04545455	114.4181	0.1324675	105.331	0.2766234	117.698	0.2727273	129.0743	0.01428571	125.0545	0.1753247	135.4734	0.04935065	107.9175	0.3493507	108.2	0.1363636
NEGATIVE	2680228	80.74405	0.864935	81.21548	0.974026	101.8076	0.8168831	105.3693	0.9441559	95.20266	0.9116883	102.6168	0.9363636	107.0668	0.4012987	113.9951	0.5714286	103.729	0.7779221	91.90456	0.9571428	122.2397	0.6207792	87.64014	0.7272727	114.2967	0.912987	124.6676	0.7753247	108.8411	0.9597403	102.7131	0.8974026	112.3792	0.8597403	107.6275	0.8909091	111.1414	0.9064935	103.791	0.912987	112.9441	0.8272727	114.7721	0.8038961	112.1993	0.8688312	97.64333	0.7857143	107.6765	0.8922078	98.02573	0.9142857	97.1898	0.8103896	94.38857	0.9792208	101.2076	0.8207792	93.57426	0.9428571	99.76944	0.7961039	89.18903	0.9961039	90.17735	0.9311689	92.13375	0.8883117	95.14534	0.9792208	91.50256	0.9792208	72.00133	0.9818182	111.0728	0.5831169	85.08497	0.6961039	96.41096	0.9415584	98.09506	0.6597403	83.72221	0.9558442	93.95	0.9415584	89.72678	0.9090909	99.45288	0.8961039	92.76125	0.9662338	85.2543	0.9883117	79.23935	0.9792208
NEGATIVE	2680239	81.79723	0.8389611	89.85809	0.8298701	102.7715	0.7974026	105.1448	0.9480519	97.36387	0.8818182	106.539	0.8896104	91.48486	0.8493506	101.8071	0.8415585	93.64499	0.9337662	105.9095	0.7493507	114.8792	0.7597402	82.48843	0.851948	103.9386	0.9922078	118.1111	0.8805195	135.8633	0.4805195	105.3974	0.8363636	104.0753	0.9714286	100.2918	0.974026	118.6725	0.7753247	105.1031	0.8935065	114.3715	0.7935065	109.2078	0.8818182	118.7949	0.7441558	96.38107	0.8220779	106.2969	0.912987	107.6858	0.7480519	92.06367	0.912987	94.47695	0.9779221	103.7348	0.7766234	96.01363	0.8922078	91.69667	0.9480519	102.2459	0.8584415	89.51848	0.9467533	94.00661	0.851948	107.2654	0.8	104.5495	0.7857143	85.61988	0.6311688	102.5045	0.8389611	82.60216	0.7883117	92.79051	0.9714286	90.30776	0.9012987	90.01296	0.8350649	94.35371	0.9285714	89.47744	0.912987	106.9612	0.7285714	112.6733	0.4506494	89.66945	0.9506493	94.98574	0.5779221
NEGATIVE	2680326	81.49108	0.8441558	109.413	0.2376623	120.3844	0.3441558	128.3545	0.6064935	113.2016	0.5779221	143.4677	0.1233766	109.2579	0.3441558	118.5603	0.4636364	123.1714	0.2480519	119.4977	0.4	146.9584	0.1142857	100.2637	0.2987013	145.5225	0.2961039	133.9934	0.6220779	151.4422	0.1506494	127.6036	0.3090909	116.958	0.7987013	151.8779	0.04155844	130.8602	0.5220779	117.5785	0.6285715	133.2561	0.374026	138.8328	0.2168831	132.8091	0.4246753	112.2311	0.3090909	145.0152	0.125974	123.0744	0.3532467	104.1223	0.6272727	120.2393	0.4298701	121.444	0.2961039	114.1914	0.4298701	121.8725	0.1662338	116.2629	0.5090909	114.511	0.2454545	106.8169	0.4987013	131.9428	0.174026	103.6651	0.8090909	87.23264	0.5649351	118.9272	0.3662338	92.20198	0.387013	107.2134	0.7090909	99.42677	0.6077922	103.3524	0.3428572	109.713	0.5181818	100.0547	0.5909091	128.1827	0.1298701	108.1238	0.6233766	105.7142	0.4402598	99.71011	0.361039
NEGATIVE	2680364	92.44713	0.5038961	126.0635	0.03246753	105.7583	0.725974	139.4801	0.3194805	117.4299	0.4376623	131.8925	0.3571429	98.9082	0.6610389	118.1467	0.4792208	126.7864	0.1805195	135.3838	0.0948052	154.1125	0.06103896	106.3681	0.1415584	135.2617	0.5363637	145.3136	0.3142857	147.1571	0.2168831	129.6266	0.2558441	138.6422	0.3181818	120.1363	0.6792208	148.0456	0.1298701	115.6339	0.6662338	129.5719	0.4688312	123.8634	0.6051948	126.7069	0.5805195	110.8824	0.3545454	136.3442	0.2727273	109.8086	0.7025974	96.62314	0.825974	113.3772	0.638961	122.0233	0.2766234	123.7836	0.1675325	100.7226	0.774026	114.9526	0.5493507	105.9461	0.5649351	104.9976	0.5545455	128.9813	0.2311688	111.883	0.6077922	90.59674	0.4168831	130.6678	0.1025974	85.44888	0.6766234	118.8633	0.3155844	104.4006	0.3935065	93.20973	0.7363636	119.9467	0.2220779	106.5262	0.3558442	99.21168	0.9051948	121.056	0.2051948	106.1671	0.4220779	108.5438	0.1311688
NEGATIVE	2690195	89.98466	0.6	102.363	0.4701299	106.2972	0.7116883	122.7238	0.7207792	117.3851	0.4428571	125.6226	0.4948052	95.59002	0.7506493	132.4358	0.1571429	120.3213	0.3064935	145.9646	0.02597403	125.4798	0.5441558	100.1475	0.3025974	141.8555	0.3688312	135.2423	0.5857143	137.1954	0.4467532	126.7925	0.3337662	124.0904	0.6753247	124.2139	0.5675325	146.1617	0.1649351	117.5732	0.6298701	135.2582	0.3220779	122.0956	0.6506494	137.7047	0.3012987	110.6715	0.3675325	128.8719	0.4571429	122.9147	0.3584416	117.3621	0.2428571	119.3617	0.4610389	121.1508	0.3077922	125.2965	0.1376623	130.2444	0.05454545	125.5816	0.238961	115.0439	0.2337662	117.5243	0.1792208	124.3237	0.3623376	100.5978	0.861039	81.8064	0.787013	130.1864	0.1064935	80.75848	0.8558441	130.5082	0.09090909	93.10701	0.8441558	100.3394	0.4662338	111.8205	0.448052	93.63576	0.8233766	115.962	0.4506494	109.4524	0.5662338	112.5376	0.2194805	92.13519	0.6610389
NEGATIVE	2710437	84.23719	0.7753247	98.98101	0.5935065	109.6012	0.6441559	141.33	0.2831169	133.9403	0.1155844	133.9143	0.2844156	120.018	0.1155844	125.2509	0.2844156	130.8484	0.1064935	124.9392	0.2545455	128.2525	0.4844156	86.07255	0.7584416	153.2199	0.1701299	181.2076	0.01168831	128.6745	0.6649351	122.6383	0.4545455	140.5602	0.2675325	140.2022	0.1714286	135.5771	0.4090909	114.1848	0.6883117	159.4126	0.03376623	139.8609	0.1922078	138.1686	0.2948052	108.6684	0.4285714	143.442	0.1506494	117.3707	0.5064935	121.588	0.1480519	132.617	0.151948	130.7751	0.0961039	130.187	0.05584415	121.7985	0.1688312	126.1596	0.2207792	118.5783	0.161039	118.7613	0.1545455	117.7477	0.5350649	125.5693	0.2168831	102.3709	0.0948052	120.2403	0.3285714	82.48963	0.7922078	111.1617	0.5701299	113.2867	0.151948	87.37045	0.9077922	109.211	0.5337662	106.5917	0.3506494	112.981	0.5415584	112.7492	0.448052	102.1347	0.5714286	95.76323	0.5467532
NEGATIVE	2750110	93.63645	0.451948	112.4198	0.1779221	133.5436	0.08701298	136.1517	0.412987	121.2604	0.3493507	125.579	0.4974026	108.757	0.3545454	112.4208	0.6168831	126.4479	0.1844156	123.4971	0.3	139.66	0.2181818	99.02731	0.3441558	131.0169	0.651948	136.4389	0.5454546	136.9234	0.451948	121.9848	0.4701299	143.3984	0.1974026	124.0479	0.5714286	129.6101	0.5545455	131.7077	0.2350649	119.7042	0.7038961	126.6612	0.5402597	147.98	0.1181818	100.6534	0.7064935	114.6214	0.7883117	128.7221	0.1831169	99.01779	0.7597402	121.2553	0.3909091	127.6098	0.1506494	109.5008	0.5727273	106.7729	0.6311688	120.532	0.374026	102.8633	0.6727273	108.863	0.4337662	112.3668	0.6883117	116.2175	0.4909091	93.69076	0.2935065	115.7935	0.451948	91.1741	0.4363636	122.0125	0.2376623	116.6429	0.1025974	94.05635	0.7064935	121.2991	0.1948052	111.8511	0.2025974	119.2619	0.3324675	101.246	0.8012987	104.3372	0.4935065	90.62071	0.7064935
NEGATIVE	2750338	90.90255	0.5714286	118.8143	0.08181818	128.7412	0.1688312	136.1302	0.4155844	124.5594	0.2779221	123.5064	0.5558441	112.7129	0.2584416	132.6798	0.1545455	139.7305	0.03506494	125.8261	0.2311688	136.1156	0.2948052	111.1336	0.06363636	130.5696	0.6597403	140.0929	0.451948	150.4275	0.1636364	120.2425	0.5116883	145.8712	0.1597403	120.4931	0.6662338	123.2794	0.6727273	125.8663	0.3883117	117.1833	0.7532467	156.9634	0.02857143	136.5856	0.3207792	100.2234	0.7220779	132.8852	0.3532467	119.7258	0.4402598	103.7339	0.638961	125.9636	0.2662338	115.8338	0.4636364	127.6828	0.09090909	115.2289	0.3454545	120.3253	0.3844156	121.1348	0.1051948	121.8327	0.1051948	154.7943	0.01038961	117.0964	0.4584416	89.87543	0.4454545	117.4578	0.4064935	85.3282	0.6818182	116.2207	0.4012987	97.95002	0.6649351	110.1985	0.1558442	108.8907	0.5441558	95.82204	0.7493507	111.237	0.5935065	115.8394	0.3337662	121.1355	0.06753246	96.31978	0.512987
NEGATIVE	2750379	88.61699	0.648052	91.88434	0.7805195	88.71984	0.9896104	117.7628	0.8038961	113.8505	0.5532467	105.6184	0.9051948	92.15778	0.8311688	105.1564	0.7974026	92.79969	0.9402598	109.0917	0.6675324	111.8917	0.8064935	92.8704	0.5701299	121.2145	0.8220779	114.1794	0.9402598	109.6256	0.9532468	108.0571	0.787013	118.9095	0.7649351	100.558	0.9727273	110.043	0.9194805	101.1304	0.951948	103.3716	0.9532468	113.1883	0.8168831	120.8398	0.7038961	99.95473	0.7298701	112.4583	0.825974	106.9671	0.7636364	101.7373	0.7012987	98.99569	0.9285714	105.8819	0.7285714	92.82645	0.9493507	107.3545	0.6155844	99.66695	0.8987013	93.20775	0.8753247	95.06588	0.8246753	100.1799	0.9233766	100.3534	0.8662338	77.62931	0.9	103.2082	0.825974	78.50336	0.9077922	100.5164	0.8714285	92.81658	0.8506494	81.05625	0.9792208	104.6664	0.6714286	94.07867	0.8025974	103.8123	0.8	105.6104	0.6974026	90.96268	0.9181818	83.93571	0.9064935
NEGATIVE	2750537	94.21313	0.4220779	106.4466	0.3402597	107.0243	0.6961039	130.1995	0.5584416	116.34	0.4766234	119.9937	0.6415585	119.4385	0.1272727	105.5299	0.7896104	119.0385	0.3558442	98.03419	0.8831169	117.1764	0.7142857	81.75706	0.8727273	132.3374	0.6246753	130.2775	0.6961039	141.9279	0.3467532	102.6397	0.8987013	123.6025	0.6883117	104.2781	0.9441559	117.6538	0.8038961	118.8929	0.587013	118.0728	0.738961	118.0692	0.7337663	136.2352	0.3285714	103.0079	0.6311688	117.3662	0.7376623	94.29554	0.9636363	97.59518	0.7987013	112.0028	0.6766234	113.4625	0.5298702	100.0906	0.8116883	94.93172	0.8948052	102.6965	0.8506494	108.689	0.4662338	110.3409	0.3805195	110.2255	0.7324675	97.19542	0.9194805	89.00891	0.4844156	102.3068	0.8428571	92.81012	0.3571429	107.4721	0.7012987	98.9835	0.6207792	93.25394	0.7337663	104.8451	0.6688312	109.4457	0.2480519	120.4313	0.2948052	117.7642	0.287013	88.84723	0.9623377	88.47101	0.7805195
